Id,DATE_DERNIERE_MAJ,TYPE,CATEGORIE,SPECIALITES,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,CHAINES,LOGIS_CLASSEMENT,NBRE_MAX_COUVERTS,OUVERTURE,TARIFS,EQUIPEMENTS,SERVICES
"RESAQU033FS001J4","08/05/2015","Restaurant","Restaurant traditionnel # Restauration rapide","Cuisine traditionnelle # Sandwichs","Arona sandwicherie","24 avenue de la Plage
","","","","33680","LACANAU","33214","","+33 6 63 38 07 18",""," -1.1296151","45.0035331","Oui","","","","","","01/01/2015|31/12/2015|||||","","",""
"RESAQU064FS000P4","02/01/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle # Poisson / fruits de mer # Régionale française # Viandes","Arosta ","","","52 avenue Alan Seeger","","64200","BIARRITZ","64122","+33 5 59 41 10 11","","www.arosta.fr"," -1.5447761","43.4494054","Oui","","","","","80","01/01/2015|31/12/2015|||||","Menu adulte|18,00|22,00|Déjeuner Semaine # A la carte|35,00|50,00|","Bar # Garage privé # Jardin # Terrasse","Banquet # Point wifi"
"RESAQU064FS000DL","02/03/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","Arotzenia","","","47 rue Jean Fourcade","","64122","URRUGNE","64545","+33 5 59 54 31 03","+33 6 43 54 43 53","www.restaurant-arotzenia.com"," -1.7037445","43.3618341","Oui","","","","","110","05/01/2015|05/07/2015|12:00|14:00|||Dimanche - Samedi # 06/07/2015|30/08/2015|12:00|14:00|19:00|21:00|Dimanche - Samedi # 31/08/2015|19/12/2015|12:00|14:00|||Dimanche - Samedi # 20/12/2015|04/01/2016|||||Dimanche - Jeudi - Lundi - Mardi - Mercredi - Samedi - Vendredi","Menu adulte|14,00||","Bar # Terrasse","Banquet # Point wifi"
"RESAQU064V505P6X","16/05/2015","Restaurant","Restaurant gastronomique","Cuisine gastronomique","Arraditz","","","2 rue cachau","","64230","LESCAR","64335","+33 5 59 32 31 40","","http://www.contact@arraditz.com"," -0.4369358","43.3325426","Oui","","","","","80","01/01/2015|31/12/2015|||||","Menu adulte|24,00|24,00|Menu du jour en semaine le midi hors jours férié # Menu adulte|35,00|65,00|Menu dégustation autour de 6 plats # Menu enfant|12,00|12,00| # A la carte|13,00|20,00|Entrée # A la carte|23,00|31,00|Plat # A la carte|12,00|12,00|fromage # A la carte|9,00|11,00|Dessert","Climatisation # Parking privé # Terrasse","Banquet # Point wifi # Séminaire"
"RESAQU064V502H5T","23/03/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle # Tapas","Arrain Bela, Le Poisson à Voile","","","118 avenue de l'Adour","Port de plaisance","64600","ANGLET","64024","+33 5 59 29 63 39","",""," -1.5079949","43.5249108","Oui","","","","","","","","Bar # Terrasse",""
"RESAQU064FS000WR","12/05/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle # Poisson / fruits de mer","Arrantzaleak","","18 av. Jean Poulou","","","64500","CIBOURE","64189","+33 5 59 47 10 75","","www.arrantzaleak.com"," -1.6637268","43.3832331","Oui","","","","","130","12/02/2015|31/12/2015|||||","Menu adulte|37,00|48,00| # A la carte|6,00|44,00|","Bar","Banquet # Séminaire"
"RESAQU064FS000GG","26/05/2015","Hôtel restaurant","Restaurant traditionnel","Cuisine gastronomique # Poisson / fruits de mer","Arraya","","","Place du Village","","64310","SARE","64504","+33 5 59 54 20 46","","www.arraya.com"," -1.5802448","43.3124914","Oui","","","Châteaux & Hôtels Collection","","50","03/04/2015|01/11/2015|||||","Menu adulte|19,00|37,00| # A la carte|45,00|60,00| # Menu enfant||10,00|","Bar # Jardin # Terrasse","Banquet # Point wifi"
"RESAQU064FS000DM","20/05/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","Arroenia","","","Rue Ithurbidea","Béhobie","64700","URRUGNE","64545","+33 5 59 20 16 29","","www.arroenia.com"," -1.7574369","43.3468285","Oui","","","","","150","01/01/2015|30/06/2015|||20:00|22:00|Lundi - Mardi # 01/07/2015|31/08/2015|||20:00|22:00|Lundi # 01/09/2015|20/02/2016|||20:00|22:00|Lundi - Mardi","Menu adulte|30,00||","Bar # Climatisation # Jeux pour enfants # Parking privé # Terrasse","Banquet # Point wifi # Séminaire"
"RESAQU064FS000SF","16/02/2015","Restaurant","Brasserie","Cuisine traditionnelle","Arroka","","","2 rue Gardères","","64200","BIARRITZ","64122","+33 5 59 24 19 60","",""," -1.5596641","43.4829568","","","","","","","","","",""
"RESAQU064V509719","28/05/2015","Restaurant","Bistrot / bar à vin # Restauration rapide","Régionale française # Tapas","Arroka Café","10 Avenue des Mimosas
","","","","64700","HENDAYE","64260","","+33 6 32 37 94 39",""," -1.7739963","43.3724159","Oui","","","","","","01/01/2015|31/12/2015|09:00|||02:00|","","Bar # Terrasse","Plats à emporter # Point wifi"
"RESAQU033V503EBX","02/01/2015","Restaurant","Restaurant traditionnel # Restauration rapide","Régionale française # Salades # Tartes","Arthé Café","","23 place de la Cathédrale","","","33430","BAZAS","33036","+33 5 56 25 41 06","+33 6 30 74 53 60",""," -0.2112534","44.4316362","Oui","","","","","60","01/01/2015|31/12/2015|||||","","Terrasse","Point wifi"
"RESAQU024FS000KW","02/01/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle # Glaces # Viandes","Artisan Bistrot Le Duo","","","6 avenue de Sarlat","","24590","SALIGNAC-EYVIGUES","24516","+33 5 53 59 29 72","+33 6 83 01 76 75","","1.32144927","44.9739065","Oui","","","","","50","01/02/2015|31/12/2015|||||","Menu adulte|13,00||A partir de : # A la carte|13,00||A partir de :","Jardin # Jeux pour enfants # Parking privé # Terrasse",""
"RESAQU064FS000JG","23/05/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle # Tartes","Arts et Délices","","","13 Place de la Cathédrale","","64400","OLORON-SAINTE-MARIE","64422","+33 5 59 36 13 04","","http://artsetdelices.fr"," -0.6163732","43.1877197","","","Assiette de Pays","","","25","01/07/2015|31/08/2015|||||","A la carte|9,00|20,00| # Menu enfant|8,50|8,50|","Terrasse","Point wifi"
"RESAQU040FS000K6","19/05/2013","","Bistrot / bar à vin","","Asia Eis Caffee","4 rue de la Poste
","","","","40200","MIMIZAN PLAGE","40184","","",""," -1.2939087","44.2137009","","","","","","","","","Bar # Terrasse",""
"RESAQU033FS00095","09/02/2015","Restaurant","Restaurant à thème","Cuisine asiatique","Asie Gourmande","22 avenue de Verdun
","","","","33260","LA TESTE-DE-BUCH","33529","+33 5 56 54 93 70","",""," -1.1535966","44.6345130","Oui","","","","","120","01/01/2015|31/12/2015|12:00|14:00|19:00|22:00|Lundi","Menu enfant|5,00|9,00| # Menu adulte|11,80|17,80|","Climatisation","Plats à emporter # Traiteur"
"RESAQU033FS0014L","23/03/2015","Restaurant","Restaurant à thème","Cuisine asiatique","Asie gourmande","Rue Fonderies
","","","","33380","BIGANOS","33051","+33 5 57 70 99 41","",""," -0.9602576","44.6342267","Oui","","","","","","01/01/2015|31/12/2015|||||Dimanche","Menu adulte|11,80|17,80| # Menu enfant|5,00|9,00|","",""
"RESAQU047FS000M5","02/01/2015","Restaurant","Pizzeria # Restauration rapide # Rôtisserie","Cuisine européenne # Cuisine traditionnelle","Asta Pizza","SARL GCT Pizza
","","5 place de l'Hôtel de Ville","","47220","ASTAFFORT","47015","+33 5 53 68 37 74","+33 6 42 99 67 19","","0.65135081","44.0647067","Oui","","","","","12","01/01/2015|31/12/2015|11:00|13:30|17:00|21:30|Lundi - Mardi","","Terrasse",""
"RESAQU033V503YZF","03/03/2015","Restauration ambulante / Vente à emporter ","Pizzeria","Cuisine européenne","Astropizza","","","12 place de l'Eglise","","33740","ARES","33011","+33 5 56 26 80 97","","www.astropizza.net"," -1.1391563","44.7673720","","","","","","","01/01/2015|31/12/2015|||||","","","Plats à emporter"
"RESAQU064FS000P7","11/02/2015","Restaurant","Restaurant traditionnel","Cuisine gastronomique","Atelier (L')","","","18 rue de la Bergerie","","64200","BIARRITZ","64122","+33 5 59 22 09 37","","www.latelierbiarritz.com"," -1.5511141","43.4860706","","","Maître Restaurateur","","","","01/01/2015|31/12/2015|||||","Menu adulte|85,00|110,00|menu degustation # Menu adulte|68,00|88,00|Menu Initiation # A la carte|25,00|35,00|Formule dejeuner","",""
"RESAQU047FS000M1","13/01/2015","Restaurant","Salon de thé","Tartes","Atelier de Marlyse","","","","Sentier du Château - Bourg de Bonaguil","47500","SAINT-FRONT-SUR-LEMANCE","47242","+33 5 53 75 07 37","","","1.01370334","44.5373187","Oui","","","","","","04/04/2015|26/10/2015|||||","","",""
"RESAQU040V500T62","02/01/2015","Traiteur (sans restaurant)","Restaurant gastronomique # Restaurant traditionnel","Cuisine gastronomique # Cuisine traditionnelle # Tapas","Atelier Sucré Salé","","","","","40250","SAINT-AUBIN","40249","+33 9 72 12 82 38","+33 6 61 46 73 12","www.atelier-sucre-sale.fr"," -0.5910350","43.657132","Oui","","","","","","","","",""
"RESAQU064V507MDK","09/04/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","Attatea","","","","Quartier Apairy","64240","AYHERRE","64086","+33 5 59 29 64 23","+33 6 71 06 64 76",""," -1.2535030","43.392112","Oui","","","","","60","01/01/2015|31/12/2015|||||Lundi","Menu adulte|12,00||","Bar # Parking privé # Terrasse","Banquet # Plats à emporter # Traiteur"
"RESAQU064FS001I6","13/04/2015","Restaurant","Brasserie # Pizzeria # Restaurant traditionnel","Cuisine traditionnelle # Salades","Au Bar et Tous","","","","","64570","LANNE EN BARETOUS","64040","+33 5 59 34 64 43","",""," -0.7605457","43.1130455","Oui","","","","","50","01/01/2015|31/12/2015|||||","|13,00||Menu du jour le midi en semaine # |13,00|18,00|Le soir et le week-end","Bar # Terrasse",""
"RESAQU047V501Y20","23/03/2015","Restaurant","Grill # Pizzeria # Restaurant traditionnel","Cuisine traditionnelle","Au Barbecue","","","12 place Serres","","47320","CLAIRAC","47065","+33 5 53 89 04 80","+33 6 18 46 54 57","","0.37773870","44.3598281","Oui","","","","","40","01/01/2015|31/12/2015|||||Dimanche","","Terrasse","Traiteur"
"RESAQU024V500KVF","02/01/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","AU BASSIN","2 RUE HENRI MURGER
","","","","24000","PERIGUEUX","24322","","","","0.7040842","45.1841213","","","","","","","","","",""
"RESAQU024FS000F8","05/02/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","Au Bien Bon","","","15 rue des Places / rue Aubergerie","","24000","PERIGUEUX","24322","+33 5 53 09 69 91","","","0.7211120","45.1826960","","","","","","45","","A la carte|20,00|20,00| # Menu adulte|11,00|23,00| # Menu enfant|8,00||","Terrasse",""
"RESAQU047FS000N4","02/01/2015","Restaurant","Bistrot / bar à vin # Brasserie # Restauration rapide","Cuisine traditionnelle # Régionale française # Salades # Viandes","Au bon accueil","","","Place de la Craste","","47220","ASTAFFORT","47015","+33 5 53 67 11 52","","","0.65048933","44.0632744","Oui","","","","","36","","","Bar # Terrasse","Banquet # Plats à emporter # Point wifi"
"RESAQU024FS000DM","02/01/2015","Restaurant","Restaurant traditionnel","Cuisine végétarienne # Régionale française","Au bon accueil","","","Rue du port","","24510","LIMEUIL","24240","+33 5 53 63 30 97","","http://www.au-bon-accueil-limeuil.com/","0.8885013","44.8841735","","","","","","75","","","Terrasse",""
"RESAQU024FS00015","29/01/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","Au Bon Accueil","Grand' Rue
","","","","24190","SAINT-VINCENT-DE-CONNEZAC","24509","+33 5 53 91 82 17","","www.aubonaccueil-restaurant.fr","0.39713859","45.1638844","Oui","","","","","80","01/01/2015|31/12/2015|12:00|14:00|19:00|22:00|","Menu adulte|12,00||menu du jour le midi # Menu adulte|20,00|28,00|soir et week end","Bar # Jeux pour enfants # Terrasse",""
"RESAQU04001UVT5H","06/02/2015","Hôtel restaurant","Restaurant traditionnel","Cuisine traditionnelle","Au Bon coin","","","","","40240","LUBBON","40161","+33 5 58 93 60 43","+33 6 83 55 69 21",""," -0.0127602","44.1051761","Oui","","","","","90","01/01/2015|31/12/2015|07:00|||15:00|Samedi","Menu adulte|12,00|44,00| # Menu enfant|7,00||","Bar # Terrasse","Plats à emporter"
"RESAQU024V502FM9","02/01/2015","Restaurant","Pizzeria # Restauration rapide","Salades # Sandwichs # Tartes","Au Bon Coin","","","","Le Capeyrou","24220","BEYNAC-ET-CAZENAC","24040","","","","1.1484190","44.8376400","","","","","","","","","",""
"RESAQU064FS0008T","16/05/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","Au Bon Coin","","","125 route de Bordeaux","","64140","LONS","64348","+33 5 59 32 25 99","","http://www.pauboncoin.com"," -0.3794789","43.3394121","Oui","","","","","100","01/01/2015|31/12/2015|12:00|14:00|19:30|21:30|Lundi","Menu adulte|12,50|31,00| # A la carte|30,00|30,00| # Menu enfant|8,00|8,00|","Bar # Jardin # Parking privé # Terrasse",""
"RESAQU04001QBFBZ","10/03/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle # Régionale française # Triperies","Au bon coin","","","223 rue du Château","","40300","PEYREHORADE","40224","+33 5 58 73 00 45","","www.auboncoin40.fr"," -1.1020575","43.5442689","Oui","","Assiette de Pays","","","100","","","Bar # Terrasse","Banquet # Traiteur"
"RESAQU047FS000LR","02/01/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","Au bon coin","","","Avenue Henry Barbusse","","47300","VILLENEUVE-SUR-LOT","47323","+33 5 53 01 99 93","","","0.7224518","44.3984127","Oui","","","","","276","01/01/2015|31/12/2015|12:00|14:00|||Dimanche - Samedi","Menu adulte|13,00|25,00| # A la carte|8,50|17,00| # Menu enfant|8,50||jusqu'à 11 ans","Bar # Climatisation # Parking privé # Terrasse # Wifi","Point wifi"
"RESAQU064FS00089","26/03/2015","Hôtel restaurant","Restaurant traditionnel","Régionale française","Au Bon Coin","","","Route des thermes","","64660","LURBE-SAINT-CHRISTAU","64360","+33 5 59 34 40 12","","www.hotel-auboncoin.com"," -0.5921090","43.1356520","","","Assiette de Pays","Logis","2 cocottes","70","01/01/2015|31/12/2015|||||","Menu adulte|12,50|22,55|Menu du jour le midi en semaine 12,50 € # Menu enfant|10,00|10,00|","Bar # Jardin # Parking privé # Piscine # Terrasse","Banquet # Point wifi # Séminaire # Traiteur"
"RESAQU033FS000O0","06/05/2015","Restaurant","Brasserie","Cuisine traditionnelle # Régionale française","Au Bon Coin","Le bourg
","","","","33210","ROAILLAN","33357","+33 5 56 76 66 30","",""," -0.282168","44.498725","Oui","","","","","50","01/01/2015|31/12/2015|||||Lundi soir - Mardi soir - Mercredi","Menu adulte|10,00|12,50|le midi en semaine  # Menu adulte|15,00|21,00|le week-end et le soir # Menu enfant|7,50||","Bar # Terrasse","Plats à emporter"
"RESAQU064FS001R9","05/05/2015","Restaurant","Bistrot / bar à vin # Restaurant traditionnel","Cuisine traditionnelle # Régionale française","Au bon coin  les pieds de cochon","","","24 quai Galuperie","","64100","BAYONNE","64102","+33 5 59 25 54 60","","www.auboncoin64.fr"," -1.4740522","43.4904936","Oui","","","","","70","01/01/2015|31/12/2015|||||","","Bar # Climatisation # Terrasse","Banquet # Séminaire # Traiteur"
"RESAQU024V500KRD","02/01/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","AU BON PLAISIR","11 PLACE SAINT LOUIS
","","","","24000","PERIGUEUX","24322","","","","0.7220527","45.1853155","","","","","","","","","",""
"RESAQU064V508EPO","17/04/2015","Restaurant","Restauration rapide","Cuisine méditerranéenne # Salades # Sandwichs","Au bonheur d'Anis","","","11 rue Castetnau","","64000","PAU","64445","+33 5 59 80 16 69","",""," -0.3632256","43.3007680","Oui","","","","","30","02/01/2015|31/12/2015|11:00|15:00|18:00|23:00|Dimanche","A la carte|5,50|7,80|","","Plats à emporter"
"RESAQU047FS0001O","02/01/2015","Restaurant","Restaurant gastronomique # Restaurant traditionnel","Cuisine gastronomique # Cuisine traditionnelle # Cuisine végétarienne","Au bord de la source","","","Route de Bordeaux","Larrive","47110","SAINTE-LIVRADE-SUR-LOT","47252","+33 5 53 01 36 84","","www.auborddelasource.com","0.5772366","44.3943639","","","","","","40","01/01/2015|31/12/2015|||||","A la carte|10,00|28,00| # Menu adulte|19,00|25,00|Sauf week-end ou jours fériés # Menu adulte|40,00|55,00| # Menu enfant|9,00|15,00|","Bar # Climatisation # Jardin # Matériel enfants # Parking privé","Banquet # Plats à emporter # Séminaire"
"RESAQU064FS00090","28/05/2015","Restaurant","Restaurant traditionnel","Régionale française","Au Bord de l'Eau","","","Rue de la Gravière","La Saligue","64140","BILLERE","64129","+33 5 59 62 15 62","","http://www.lebordeleau.com"," -0.4009366","43.2954336","Oui","","","","","80","02/01/2015|31/12/2015|12:00|14:00|19:30|22:00|Dimanche","A la carte|30,00|40,00|","Climatisation # Jeux pour enfants # Parc # Parking privé # Terrasse",""
"RESAQU064FS001SI","05/05/2015","Restaurant","Bistrot / bar à vin","Cuisine traditionnelle","Au Bouchon Basque","","","2 rue Paul Pras","","64100","BAYONNE","64102","+33 5 59 57 75 18","","www.aubouchonbasque.fr"," -1.4762831","43.4852235","Oui","","Maître Restaurateur","","","","01/01/2015|31/12/2015|12:00|14:00|19:45|23:00|Dimanche","A la carte|14,00|26,00| # Menu enfant|10,00|10,00|","Bar # Terrasse","Banquet # Point wifi # Séminaire"
"RESAQU064V5057ZZ","02/01/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","Au buffet","","","10 place André Emlinger","","64100","BAYONNE","64102","+33 5 59 63 07 50","",""," -1.4936301","43.4923681","Oui","","","","","","","","",""
"RESAQU064FS00160","29/05/2015","Restaurant","Brasserie","Cuisine traditionnelle","Au Bureau","","","22 rue Gachet","","64000","PAU","64445","+33 5 59 27 75 64","","www.au-bureau.fr"," -0.3678996","43.2951369","","","","","","80","01/01/2015|31/12/2015|||||Dimanche","","","Point wifi"
"RESAQU047FS000BD","06/02/2015","Restaurant","Brasserie # Grill # Pizzeria # Restaurant traditionnel # Restauration rapide # Salon de thé","Cuisine traditionnelle # Glaces # Tapas # Viandes","Au Bureau","","","63-65 Boulevard Gambetta","","47200","MARMANDE","47157","+33 5 53 64 53 19","","www.aubureau-marmande.com","0.1673248","44.5024609","","","","","","96","01/01/2015|31/12/2015|08:30|||00:00|","","Bar # Climatisation # Terrasse",""
"RESAQU047FS0000O","02/01/2015","Restaurant","Bistrot / bar à vin # Restaurant traditionnel","Cuisine traditionnelle # Tapas","Au Bureau","","","8 place Jasmin","","47000","AGEN","47001","+33 5 53 68 46 46","","www.au-bureau.fr","0.6120112","44.2040150","","","","","","150","01/01/2015|31/12/2015|||||","","Bar # Terrasse","Banquet # Séminaire"
"RESAQU040FS000IF","08/04/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","Au Cheval Blanc","44 Av. du Général de Gaulle
","","","","40230","TOSSE","40317","+33 5 58 43 01 17","","www.au-cheval-blanc-tosse.fr"," -1.3403480","43.6878817","","","","","","","01/01/2015|31/12/2015|||||","","Bar # Parking privé # Terrasse",""
"RESAQU033V504IVD","16/04/2015","Restaurant","Restauration rapide","Glaces # Sandwichs","Au Ch'ti Burger","1 rue Armand Caduc
","","","","33190","LA REOLE","33352","+33 9 53 57 01 39","",""," -0.0365971","44.5823286","","","","","","","01/01/2015|31/12/2015|11:00|15:00|18:00|22:00|Jeudi","A la carte|4,50|11,60|","",""
