"id","titre","theme","type","finalite","description","pilote","Partenaires","adresse","adresse2","codepostal","ville","mail","trophee","url","lon","lat","code","code_type","code_theme"
"45","Ateliers sur les économies d’énergie et d’eau","Participation","Gouvernance","Épanouissement de tous les êtres humains","Opération pilote d’ateliers éco-citoyens sur les problématiques de l’énergie et de l’eau destinée aux locataires, aux bailleurs sociaux afin de réduire la consommation des ménages bassenais. Réalisation d’une affiche par les participants diffusée sur la","Bassens","CG, CUB, Ademe, SMEGREG, Creaq"," 42 Avenue Jean-Jaurès","Hôtel de Ville","33530","Bassens"," "," ",NULL,"-0.523901","44.905341","5","4","6"
"443","Audit énergétique des bâtiments communaux","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Diagnostic thermique sur les bâtiments municipaux (consommations énergétiques, isolation, consommations en eau.) et sur l'éclairage public.","Saint Jean d'Illac","EcoCampus, ADEME","120 avenue las","Hôtel de Ville","33127","Saint Jean d'Illac","agenda21@martignas.org"," ",NULL,"-0.816609","44.804773","5","2","9"
"435","Auto construction","Eco construction","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Eco-construction d'une maison bioclimatique","Levy Gérard"," "," "," ","33880","Saint Caprais de Bordeaux"," "," ",NULL,"-0.426501","44.754744","1","1","5"
"461","Aux graines d’assiettes","Restauration collective","Consommation responsable","Consommation et production responsables","Entreprise de restauration itinérante, biologique, solidaire et engagée.","Aux graines d’assiettes"," ","15 chemin de la bastide"," ","33770","Salles","Auxgrainesdassiettes@yahoo.fr"," ",NULL,"-0.836428","44.563061","4","2","15"
"8","Barena","Déchets","Consommation responsable","Préservation de la biodiversité, protection des milieux et des ressources","Régénération naturelle de fûts et barriques usagés.","Barena (Exploitation agricole)","ANVAR, CG, Créagir","ZI Bec d’ Ambes"," ","33810","Ambes","barena@wanadoo.fr"," ",NULL,"-0.547896","45.008770","2","2","8"
"40","Bassens","A21 Territorial","Démarche Globale","Tous","A21","Bassens"," "," 42 Avenue Jean-Jaurès","Hôtel de Ville","33530","Bassens"," "," ",NULL,"-0.523901","44.905341","6","0","16"
"59","Bègles","A21 Territorial","Démarche Globale","Tous","A21","Bègles"," ","77 rue Calixte Camelle","Hôtel de Ville","33130","Bègles"," "," ",NULL,"-0.544522","44.808286","6","0","16"
"102","Belcier : vers un éco quartier ancien","Participation","Gouvernance","Epanouissement de tous les êtres humains","Collectif d'habitants autour des questions d'urbanisme, de dynamisation du lien social et d'écologie pour la création d'un éco quartier.","L'Atelier des bains douches","Écoles, bibliothèque, centre d'animation Bordeaux sud, Astrolabe, collectif du grand Belcier, MIN de Brienne, Alcools Bernard, AM TV, Mairie de Bordeaux, CG, CAUE, CUB, Fondation de France, Bordeaux Euratlantique, Vélocité, CREAQ…","38 rue Morion"," ","33800","Bordeaux","atelierbainsdouches@free.fr","Lauréat 2010",NULL,"-0.553101","44.825529","5","4","6"
"76","Blanquefort","A21 Territorial","Démarche Globale","Tous","A21","Blanquefort"," "," 12 Rue Dupaty","Hôtel de Ville","33294","Blanquefort"," "," ",NULL,"-0.629445","44.908491","6","0","16"
"140","Bordeaux","A21 Territorial","Démarche Globale","Tous","A21","Bordeaux"," "," Place Pey Berland","Hôtel de Ville","33000","Bordeaux"," "," ",NULL,"-0.577964","44.837186","6","0","16"
"186","Broyage des déchets verts : de la Terre à la terre","Déchets","Consommation responsable","Préservation de la biodiversité, protection des milieux et des ressources","Initiative en direction des communes et de ses habitants afin de réduire les quantités de déchets par les pratiques de paillage, de compostage individuel (permanences dans les déchèteries et interventions dans les communes).","Réalisation Environnement Valorisation-REV","DIRRECTE, CR, CG, Aquitaine Active, GARIE, Fondation FAPE, Macif, SEMOCTOM"," ","Hôtel de ville","33360","Camblanes et Meynac","secretariat@asso-rev.org"," ",NULL,"-0.474135","44.768779","2","2","8"
"377","C2D Pessac","Participation","Gouvernance","Épanouissement de tous les êtres humains","12 citoyens impliqués dans les domaines du DD - Création d'un conseil de développement durable.","Da Rold Jacques / Lestynek Dominique","Mission agenda 21 de Pessac, Université de Bordeaux 2","Place de la 5ème République BP 40096","Hôtel de Ville","33600","Pessac"," ","Lauréat 2010",NULL,"-0.681415","44.794718","5","4","6"
"183","Cadaujac","A21 Territorial","Démarche Globale","Tous","A21","Cadaujac"," ","3 Place de l'Eglise","Hôtel de Ville","33140","Cadaujac","mairie@mairie-cadaujac.fr"," ",NULL,"-0.531853","44.745755","6","0","16"
"187","Canéjan","A21 Territorial","Démarche Globale","Tous","A21","Canéjan"," "," Allée de Poggio Mirteto","Hôtel de Ville","33610","Canejan"," "," ",NULL,"-0.657603","44.744059","6","0","16"
"196","Carbon Blanc","A21 Territorial","Démarche Globale","Tous","A21","Carbon Blanc"," ","Avenue Vignau-Langlade","Hôtel de Ville","33564","Carbon Blanc"," "," ",NULL,"-0.501075","44.905525","6","0","16"
"174","CDC de l'Estuaire","A21 Territorial","Démarche Globale","Tous","A21","CDC de l'Estuaire"," ","38 rue de la République","Hôtel de Ville","33820","Braud et Saint Louis"," "," ",NULL,"-0.624870","45.250535","6","0","16"
"329","CDC de Montesquieu","A21 Territorial","Démarche Globale","Tous","A21","CDC de Montesquieu"," ","1 allée Jean Rostand 3","Hôtel de Ville","33650","Martillac","contact@cc-montesquieu.fr"," ",NULL,"-0.581745","44.712743","6","0","16"
"495","CDC de Villandraut","A21 Territorial","Démarche Globale","Tous","A21","CDC de Villandraut"," ","1 place du Général De Gaulle","Hôtel de Ville","33730","Villandraut","accueil@cc-villandraut.fr"," ",NULL,"-0.381506","44.452526","6","0","16"
"163","CDC du Canton de Bourg en Gironde","A21 Territorial","Démarche Globale","Tous","A21","CDC du Canton de Bourg en Gironde"," ","8 au Mas","Hôtel de Ville","33710","Bourg","economie.agenda21@bourg-en-gironde.fr"," ",NULL,"-0.558557","45.043091","6","0","16"
"221","CDC du Créonais","A21 Territorial","Démarche Globale","Tous","A21","CDC du Créonais"," ","4 rue Régano","Hôtel de Ville","33670","Créon"," "," ",NULL,"-0.343360","44.754037","6","0","16"
"429","CDC du Cubzagnais","A21 Territorial","Démarche Globale","Tous","A21","CDC du Cubzagnais"," ","44 rue Dartagnan","Hôtel de Ville","33240","Saint André de Cubzac","dev@cdc-cubzaguais.fr"," ",NULL,"-0.437767","44.998758","6","0","16"
"218","CDC du Pays de Coutras","A21 Territorial","Démarche Globale","Tous","A21","CDC du Pays de Coutras"," ","17 rue Sully","Hôtel de Ville","33230","Coutras","ot@pays-de-coutras.com"," ",NULL,"-0.125861","45.041679","6","0","16"
"365","CDC du Pays de Pellegrue","A21 Territorial","Démarche Globale","Tous","A21","CDC du Pays de Pellegrue"," ","7 place du 8 Mai 45","Hôtel de Ville","33790","Pellegrue","pellegrue-cdc@wanadoo.fr"," ",NULL,"0.087995","44.732848","6","0","16"
"465","CDC du Pays de Sauveterre de Guyenne","A21 Territorial","Démarche Globale","Tous","A21","CDC du Pays de Sauveterre de Guyenne"," ","2 bis rue du 8 mai 1945","Hôtel de Ville","33540","Sauveterre de Guyenne","ccpsdg3@wanadoo.fr"," ",NULL,"-0.085505","44.692780","6","0","16"
"275","CDC du Réolais","A21 Territorial","Démarche Globale","Tous","A21","CDC du Réolais"," ","81 rue Armand Caduc","Hôtel de Ville","33190","La Réole","agenda21@reolais.fr"," ",NULL,"-0.040633","44.581857","6","0","16"
"310","CDC du Vallon de l'Artolie","A21 Territorial","Démarche Globale","Tous","A21","CDC du Vallon de l'Artolie"," ","13 chemin du Chêne de la Liberté","Hôtel de Ville","33550","Lestiac-sur-Garonne","agenda21@cc-artolie.fr"," ",NULL,"-0.381197","44.691293","6","0","16"
"207","Cenon","A21 Territorial","Démarche Globale","Tous","A21","Cenon"," ","1 Avenue Carnot","Hôtel de Ville","33150","Cenon"," "," ",NULL,"-0.531168","44.857796","6","0","16"
"332","Certinat","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Création du Label environnemental « Natur’entreprise » destiné aux artisans, PME et PMI : Valorisation d'entreprises engagées à respecter le cahier des charges du label et à réduire leurs impacts environnementaux d’environ 30 %.","Certinat"," ","26 avenue Gustave Eiffel"," ","33700","Mérignac","certinat@gmail.com"," ",NULL,"-0.669037","44.856129","5","2","9"
"127","Chahuts, festival des arts de la parole","Manifestations responsables","Consommation responsable","Consommation et production responsables","Sensibilisation des citoyens à un comportement éco-responsable. Ecocommunication, produits de saison, verres et de vaisselle réutilisables,  promotion d’artistes locaux Durée événement : 5 jours / Nombre de festivaliers : 7000","Association festival des arts de la parole","Conseil Général de Gironde Centre d’animation de St-Michel Association Reesom Autocom Meduli Nature"," ","Bordeaux St-Michel","33000","Bordeaux"," "," ",NULL,"-0.583521","44.841569","4","2","7"
"15","Championnat de France de kitesurf","Manifestations responsables","Consommation responsable","Consommation et production responsables","Organisation d'une compétition de kitesurf, « éco-sportivité » : Douches solaires, gobelets consignés, écocommunication, déplacements doux, gestion et tri des déchets / Durée événement : 4 jours Nombre de festivaliers : 70 compétiteurs + 500 / 1000 visiteurs","Apckite","CG33, ADEME, Meduli Nature COBAS (déchets) Armée de l’air (bus)"," ","Plage Pereire","33120","Arcachon","info@apckite.com"," ",NULL,"-1.172605","44.655466","4","2","7"
"392","Chantiers éducatifs","Ateliers avec les centres sociaux","Développement solidaire","Cohésion sociale et solidarité entre les territoire et entre les générations","Activités de production de biens ou de services réalisées par un groupe de jeunes de 14 à 25 ans. Le Chantier Éducatif est une démarche globale d’insertion par l’activité économique.","Pessac","Mairie, CG, Bailleurs sociaux, AIPAC, Bati-Action, Terre d’Adeles, Puls’art"," Place de 5ème République","Hôtel de Ville","33604","Pessac","courrier@mairie-pessac.fr","Coup de cœur 2009",NULL,"-0.681415","44.794718","3","5","4"
"458","Château Poupille","Énergie","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Installation d’une chaudière alimentée aux sarments de vigne.","SCEA Vignobles Jean-Marie Carrille","Chambre d’Agriculture","Château Poupille"," ","33350","Sainte Colombe","chateaupoupille@orange.fr"," ",NULL,"-0.065644","44.879659","1","1","11"
"326","Circuits courts et accueil à la ferme","Amap/circuits-courts","Consommation responsable","Consommation et production responsables","Maintien des productions locales en développant des circuits courts, l’accueil à la ferme, et la démarche « Forme en ferme » avec un atelier de production Asperges.","Véronique et Jean-Marie Camus","ADAR, plate forme AGIR AGROTEC, association des producteurs (APAB), laboratoire Bioval, Crédit Agricole, CG, CR","Lardiere"," ","33860","Marcillac","toulyfaut@wanadoofr"," ",NULL,"-0.497498","45.272754","4","2","2"
"518","Cité Cap","Manifestations responsables","Consommation responsable","Consommation et production responsables","Douches solaires, toilettes autonomes, vaisselles et gobelets réutilisables, écocommunication, promotion des TC, vélo, accessibilité PMR, tri des déchets... Durée de l’évènement : 5 jours / Nombre de participants : 10 154 dont 850 bénévoles","Les scouts et guides de France","Conseil générale de Gironde , Conseil régional d’Aquitaine , Bordeaux , CUB , ECOVER , Garage Moderne"," ","Site extérieur","33460","Cussac Fort Médoc"," "," ",NULL,"-0.730740","45.114500","4","2","7"
"171","Clouzie Verre recyclé","Déchets","Consommation responsable","Préservation de la biodiversité, protection des milieux et des ressources","Récupération du verre destiné à être jeté et refonte au four à fusing afin de créer des objets d’art de la table, des bijoux, des sculptures.","Clouzie Christel"," ","6 Rue Victor hugo"," ","33710","Bourg sur Gironde","jc.clouzie@free.fr"," ",NULL,"-0.560056","45.040214","2","2","8"
"384","Collège Alouette","A21 scolaire","EDD","Épanouissement de tous les êtres humains",,"Collège Alouette"," ","1 avenue Pierre de Coubertin"," ","33600","Pessac"," "," "," ","-0.668568","44.800952","5","3","12"
"185","Collège Anatole France","A21 scolaire","EDD","Épanouissement de tous les êtres humains",,"Collège Anatole France"," ","28 chemin des Baries"," ","33410","Cadillac"," "," "," ","-0.306275","44.631066","5","3","12"
"293","Collège Ausone","A21 scolaire","EDD","Épanouissement de tous les êtres humains",,"Collège Ausone"," ","69 Avenue Ausone"," ","33492","Le Bouscat"," "," "," ","-0.595433","44.871487","5","3","12"
"195","Collège C Massé","A21 scolaire","EDD","Épanouissement de tous les êtres humains",,"Collège Claude Massé"," ","4 rue Pierre Barré"," ","33561","Carbon Blanc"," "," "," ","-0.501075","44.905525","5","3","12"
"213","Collège Cantelane","A21 scolaire","EDD","Épanouissement de tous les êtres humains",,"Collège Cantelane"," ","1 Chemin des Sources"," ","33610","Cestas"," "," "," ","-0.687785","44.758198","5","3","12"
"132","Collège Édouard Vaillant","A21 scolaire","EDD","Épanouissement de tous les êtres humains",,"Collège Édouard Vaillant"," ","25 Cours du Raccordement"," ","33041","Bordeaux"," "," "," ","-0.563343","44.864941","5","3","12"
