"code CNIS";"sigle type formation";"libellé type formation";"libellé formation principal";"libellé formation complémentaire";"sigle formation";durée;"code RNCP";"niveau RNCP";"libellé niveau RNCP";tutelle;"lien site onisep.fr";domaine/sous-domaine
210;CAPA;"Certificat d'aptitude professionnelle agricole";"CAPA Agricultures des régions chaudes";;ARC;"2 ans";;5;"niveau 3 (niveau CAP)";"Ministère de l'Agriculture et de l'Alimentation";http://www.onisep.fr/http/redirection/formation/slug/FOR.2907;"agriculture, animaux/agriculture (généralités)"
210;;"formation d'école spécialisée";"European Master Degree in Plant health in sustainable cropping systems (Erasmus Mundus)";;;"2 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1837;"agriculture, animaux/agriculture (généralités) ; environnement - énergies - propreté/environnement (généralités)"
210;;"formation d'école spécialisée";"Agris Mundus : Master Européen en Développement Agricole Durable (Erasmus Mundus)";;;"2 ans";;1;"niveau 7 (bac + 5)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.835;"agriculture, animaux/agriculture (généralités) ; agriculture, animaux/développement agricole ; environnement - énergies - propreté/environnement (généralités)"
210;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'École d'ingénieurs de Purpan";;ESAP;"5 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.1315;"gestion des entreprises, comptabilité/administration de l'entreprise ; agriculture, animaux/agriculture (généralités) ; matières premières, fabrication, industries/agroalimentaire ; environnement - énergies - propreté/aménagement du territoire ; banque - assurances - immobilier/banque ; agriculture, animaux/cultures ; agriculture, animaux/développement agricole ; agriculture, animaux/élevage - aquaculture ; environnement - énergies - propreté/environnement (généralités) ; banque - assurances - immobilier/finances ; matières premières, fabrication, industries/fonction production (généralités) ; agriculture, animaux/forêt ; matières premières, fabrication, industries/génie industriel"
210;;"baccalauréat technologique";"bac techno STAV sciences et technologies de l'agronomie et du vivant";;STAV;"1 an";;4;"niveau 4 (bac ou équivalent)";"Ministère de l'Agriculture et de l'Alimentation";http://www.onisep.fr/http/redirection/formation/slug/FOR.1217;"agriculture, animaux/agriculture (généralités) ; matières premières, fabrication, industries/agroalimentaire ; environnement - énergies - propreté/aménagement du territoire ; environnement - énergies - propreté/environnement (généralités) ; santé - social - sport/travail social"
210;;"licence professionnelle";"licence pro mention agriculture biologique : production, conseil, certification et commercialisation";;;"1 an";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5129;"agriculture, animaux/agriculture (généralités)"
210;;"formation d'école spécialisée";"Métiers de l'animal de compagnie";;;"2 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.3978;"agriculture, animaux/soins aux animaux"
210;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'Institut national supérieur des sciences agronomiques, agroalimentaires, ho spécialité agroalimentaire en partenariat avec l'IFRIA Bretagne";;AGROCAMPUS;"3 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6243;"gestion des entreprises, comptabilité/administration de l'entreprise ; matières premières, fabrication, industries/agroalimentaire ; informatique, internet/bases de données ; environnement - énergies - propreté/déchets, pollutions et risques ; matières premières, fabrication, industries/études et développement ; matières premières, fabrication, industries/fonction production (généralités) ; commerce, marketing, vente/marketing - vente ; sciences/mathématiques ; matières premières, fabrication, industries/méthodes industrialisation"
210;;"licence professionnelle";"licence pro mention valorisation des agro-ressources";;;"1 an";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.4746;"agriculture, animaux/agriculture (généralités)"
210;;"classe de 1re technologique";"Classe de 1re STAV sciences et technologies de l'agronomie et du vivant";;STAV;"1 an";;4;"niveau 4 (bac ou équivalent)";"Ministère de l'Agriculture et de l'Alimentation";http://www.onisep.fr/http/redirection/formation/slug/FOR.322;"agriculture, animaux/agriculture (généralités) ; matières premières, fabrication, industries/agroalimentaire"
210;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'Institut supérieur de l'électronique et du numérique Yncréa Ouest spécialité agronomie et systèmes numériques en convention avec Junia ISA ex Institut supérieur d'agriculture Yncréa Hauts-de-France";;ISENYncrea;"5 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5888;"agriculture, animaux/agriculture (généralités) ; mécanique/automatismes ; banque - assurances - immobilier/banque ; sciences/biologie ; environnement - énergies - propreté/énergies"
210;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'Institut supérieur d'agriculture Rhône-Alpes";;ISARA;"5 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.396;"gestion des entreprises, comptabilité/administration de l'entreprise ; agriculture, animaux/agriculture (généralités) ; matières premières, fabrication, industries/agroalimentaire ; environnement - énergies - propreté/aménagement du territoire ; agriculture, animaux/cultures ; agriculture, animaux/développement agricole ; agriculture, animaux/élevage - aquaculture ; environnement - énergies - propreté/environnement (généralités) ; logistique - transport/logistique ; matières premières, fabrication, industries/méthodes industrialisation"
210;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'Institut supérieur d'agriculture Yncréa Hauts-de-France";;"Junia ISA";"5 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5606;"agriculture, animaux/agriculture (généralités) ; matières premières, fabrication, industries/agroalimentaire ; environnement - énergies - propreté/aménagement du territoire ; environnement - énergies - propreté/aménagement paysager ; agriculture, animaux/développement agricole ; environnement - énergies - propreté/environnement (généralités)"
210;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'École nationale supérieure des sciences agronomiques de Bordeaux Aquitaine";;"Agro Bordeaux";"3 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.398;"commerce, marketing, vente/achat, approvisionnement ; gestion des entreprises, comptabilité/administration de l'entreprise ; agriculture, animaux/agriculture (généralités) ; matières premières, fabrication, industries/agroalimentaire ; environnement - énergies - propreté/aménagement du territoire ; informatique, internet/bases de données ; matières premières, fabrication, industries/bois ; agriculture, animaux/cultures ; agriculture, animaux/élevage - aquaculture ; environnement - énergies - propreté/environnement (généralités) ; agriculture, animaux/forêt ; logistique - transport/logistique ; santé - social - sport/santé (généralités) ; armée, sécurité/sécurité prévention"
211;BP;"brevet professionnel";"BP Responsable d'atelier de productions horticoles";;;"2 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère de l'Agriculture et de l'Alimentation";http://www.onisep.fr/http/redirection/formation/slug/FOR.4278;"agriculture, animaux/cultures"
211;"mastère spé.";"mastère spécialisé";"mastère spé. Manager de domaines viticoles (Bordeaux Sciences Agro)";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.2069;"agriculture, animaux/agriculture (généralités) ; agriculture, animaux/cultures"
211;DU;"diplôme d'université";"DU Cadre intermédiaire du secteur de la banane";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.2268;"agriculture, animaux/cultures"
211;BTSA;"brevet de technicien supérieur agricole";"BTSA Production horticole";;PH;"2 ans";;3;"niveau 5 (bac + 2)";"Ministère de l'Agriculture et de l'Alimentation";http://www.onisep.fr/http/redirection/formation/slug/FOR.2048;"agriculture, animaux/cultures"
211;BM;"brevet de maîtrise";"BM Fleuriste";;;"2 ans";;3;"niveau 5 (bac + 2)";"Chambres de métiers et de l'artisanat";http://www.onisep.fr/http/redirection/formation/slug/FOR.498;"commerce, marketing, vente/grande distribution et petits commerces ; commerce, marketing, vente/marketing - vente"
211;;"baccalauréat professionnel";"bac pro Conduite et gestion de l'entreprise vitivinicole";;CGEVV;"3 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère de l'Agriculture et de l'Alimentation";http://www.onisep.fr/http/redirection/formation/slug/FOR.717;"agriculture, animaux/agriculture (généralités) ; matières premières, fabrication, industries/agroalimentaire ; agriculture, animaux/cultures"
