Politique publique,Code du site,Nom du site,Adresse,code commune,commune,Statut juridique,NB_BATIMENT,NB_PARCELLE,Loyer au m²,Ratio_Eau,Ratio_Gaz,Ratio_Elec,Ratio_Fioul,Ratio_GazProp,Ratio_Total,Gaz_Prop,Gaz,Fioul,Elec,Eau,Total,Montant_TF,Mtassneuf,Mtassvet,Mtht_Annuel_Dep,Mtht_Annuel_Rec,Nombre de personne au m²,Surface de plancher (m²),ValImo,ValVNC,latitude,longitude,result_label,code insee
07 Protection valorisation environnement,S0740,ARES DFCI,21 Avenue de Bordeaux,33740,ARES,Propriétaire,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.769008,-1.136569,21 Avenue de Bordeaux 33740 Arès,33011
07 Protection valorisation environnement,S0741,BELIN-BELIET DFCI,1 Avenue Aliénor,33830,BELIN BELIET,Propriétaire,3,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.492854,-0.791773,1 Avenue Aliénor 33830 Belin-Béliet,33042
07 Protection valorisation environnement,S0742,BIGANOS DFCI,149 B Avenue de la Libération,33380,BIGANOS,Propriétaire,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.646586,-0.983793,149 BIS Avenue de la Libération 33380 Biganos,33051
07 Protection valorisation environnement,S0743,BLAYE DFCI,23 Rue Joseph Taillasson,33390,BLAYE,Propriétaire,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.133964,-0.664263,23 Rue Joseph Taillasson 33390 Blaye,33058
05 Mobilité,S0744,GRIGNOLS EX-CRD-CE,A La Tuilerie,33690,GRIGNOLS,Propriétaire,1,1,,0,0,0,0,0,0,0,0,0,"3765,876","24,396","3765,876",0,0,0,0,0,0,0,0,0,44.389178,-0.061742,La Tuilerie 33690 Grignols,33195
07 Protection valorisation environnement,S0746,BORDEAUX DFCI SDIS,22 Bd Pierre 1er,33000,BORDEAUX,Propriétaire,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.854857,-0.592535,22 Boulevard Pierre 1er 33000 Bordeaux,33063
07 Protection valorisation environnement,S0747,CABANAC-ET-VILLAGRAINS DFCI,Le Bourg,33650,CABANAC ET VILLAGRAINS,Propriétaire,1,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.569865,-0.591714,Route du Vieux Bourg 33650 Cabanac-et-Villagrains,33077
07 Protection valorisation environnement,S0748,CAPTIEUX DFCI,47 Rue Gabret,33840,CAPTIEUX,Propriétaire,3,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.291817,-0.258879,Rue de la Gare 33840 Captieux,33095
07 Protection valorisation environnement,S0749,CARCANS DFCI,2 Route de Hourtin,33121,CARCANS,Propriétaire,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.07992,-1.046017,2 Route de Hourtin 33121 Carcans,33097
07 Protection valorisation environnement,S0750,CESTAS DFCI,2 Chemin De la Croix d'Hins,33610,CESTAS,Propriétaire,4,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.743428,-0.688203,2 Chemin de la Croix d'Hins 33610 Cestas,33122
07 Protection valorisation environnement,S0751,GRIGNOLS DFCI,39 Route De Casteljaloux,33690,GRIGNOLS,Propriétaire,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.386253,-0.042718,Route de Casteljaloux 33690 Grignols,33195
07 Protection valorisation environnement,S0752,HOURTIN DFCI,1 Rue du Château d'Eau,33990,HOURTIN,Propriétaire,3,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.187562,-1.055674,1 Impasse du Château d'Eau 33990 Hourtin,33203
07 Protection valorisation environnement,S0753,LACANAU DFCI,24 Avenue du Lac,33680,LACANAU,Propriétaire,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.978209,-1.08277,24 Avenue du Lac 33680 Lacanau,33214
07 Protection valorisation environnement,S0755,ST-LAURENT-DU-MEDOC DFCI,1 Rue Claude Chein,33112,ST LAURENT MEDOC,Propriétaire,1,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.150679,-0.827553,1 Rue Claude Chein 33112 Saint-Laurent-Médoc,33424
07 Protection valorisation environnement,S0756,ST-SAVIN-DE-BLAYE DFCI,7 Rue Château d'Eau,33920,ST SAVIN,Propriétaire,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.139094,-0.439413,7 Rue du Château d'Eau 33920 Saint-Savin,33473
07 Protection valorisation environnement,S0757,ST-SYMPHORIEN DFCI,1 Place de l'Eglise,33113,ST SYMPHORIEN,Propriétaire,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.428026,-0.490194,1 Place de la République 33113 Saint-Symphorien,33484
07 Protection valorisation environnement,S0758,SALAUNES DFCI,9 A Le Bourg,33160,SALAUNES,Propriétaire,1,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.928887,-0.813915,Broustera 33160 Salaunes,33494
07 Protection valorisation environnement,S0759,SALLES DFCI,Au Pas de Pajot,33770,SALLES,Propriétaire,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.549144,-0.878391,"Au Pas de Pajot, RESIDENCE BEAU SITE 33770 Salles",33498
06 Performance de collectivité,S0760,LE-TEMPLE DFCI,2 Route du Porge,33680,LE TEMPLE,Propriétaire,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.880236,-0.990278,2 Route du Porge 33680 Le Temple,33528
06 Performance de collectivité,S0760,LE-TEMPLE DFCI,2 Route du Porge,33680,LE TEMPLE,Propriété d'un tiers,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.880236,-0.990278,2 Route du Porge 33680 Le Temple,33528
07 Protection valorisation environnement,S0761,VENDAYS DFCI,3 Passage Pompiers,33930,VENDAYS MONTALIVET,Propriétaire,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.354376,-1.05927,3 Passage des Pompiers 33930 Vendays-Montalivet,33540
05 Mobilité,S0776,GUJAN-MESTRAS PORT,Station de Gujan,33470,GUJAN MESTRAS,Propriétaire,1,2,0,0,0,"96,4261755486",0,0,"96,4261755486",0,0,0,"3075,995",0,"3075,995",0,0,0,0,0,0,"31,9","2599985,58","2581568,58",44.603579,-1.092333,Golf de Gujan-Mestras 33470 Gujan-Mestras,33199
05 Mobilité,S0784,LAMARQUE PORT PASSAGE-D'EAU,,33460,LAMARQUE,Propriétaire,1,2,0,"0,3758582503",0,"-4,1806627481",0,0,"-4,1806627481",0,0,0,"-490,768","44,122","-490,768",0,0,0,0,0,0,"117,39","2363137,18","2248647,49",45.094227,-0.696123,Ferière 33460 Lamarque,33220
05 Mobilité,S0786,LA-TESTE-DE-BUCH PORT CENTRE,Rue des Pêcheurs,33260,LA TESTE DE BUCH,Propriétaire,4,0,0,"2,009814439",0,"74,0648738765",0,0,"74,0648738765",0,0,0,"5108,995","138,637","5108,995",0,0,0,0,0,0,"68,98","644394,15","644166,15",44.642468,-1.14579,Avenue des Pêcheurs 33260 La Teste-de-Buch,33529
05 Mobilité,S0789,GUJAN-MESTRAS PORT MEYRAN,Allée de la Verdalle,33470,GUJAN MESTRAS,Autorisation d'occupation temporaire,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4185903,6","4179888,6",44.641405,-1.110022,Allée de Verdalle 33470 Gujan-Mestras,33199
05 Mobilité,S0790,GUJAN-MESTRAS PORT LARROS,Station de Gujan,33470,GUJAN MESTRAS,N.R.,1,10,0,"0,1507335763",0,"67,1462106345",0,0,"67,1462106345",0,0,0,"7185,316","16,13","7185,316",0,0,0,0,0,0,"107,01","1943979,55","1937581,55",44.603579,-1.092333,Golf de Gujan-Mestras 33470 Gujan-Mestras,33199
05 Mobilité,S0790,GUJAN-MESTRAS PORT LARROS,Station de Gujan,33470,GUJAN MESTRAS,Propriétaire,1,10,0,"0,1507335763",0,"67,1462106345",0,0,"67,1462106345",0,0,0,"7185,316","16,13","7185,316",0,0,0,0,0,0,"107,01","1943979,55","1937581,55",44.603579,-1.092333,Golf de Gujan-Mestras 33470 Gujan-Mestras,33199
08 Solidarité autonomie et santé,S0799,ST-MEDARD-EN-JALLES MDSI,2 Rue Firmin Montignac,33160,ST MEDARD EN JALLES,Propriétaire,1,4,0,"0,175840861","101,4319697216","31,0442200506",0,0,"132,4761897722",0,"68607,57",0,20998,"118,937","89605,57",0,0,0,0,0,0,"676,39","6997,47","6821,47",44.89326,-0.718426,2 Rue Firmin Montignac 33160 Saint-Médard-en-Jalles,33449
06 Performance de collectivité,S0828,LATRESNE GARE CASTERA,8 Avenue de la Libération,33360,LATRESNE,Propriétaire,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.783321,-0.495988,8 Avenue de la Libération 33360 Latresne,33234
02 Cohésion vie sociale et épanouissement,S1501,ST-SYMPHORIEN ATELIERS-VFIL,Avenue de la Gare,33113,ST SYMPHORIEN,Propriétaire,1,1,0,0,0,"-0,0213349824",0,0,"-0,0213349824",0,0,0,"-27,6",0,"-27,6",0,"978073,56","713993,7",0,0,0,"1293,65","115954,78","106615,78",44.427651,-0.485031,Rue de la Gare 33113 Saint-Symphorien,33484
06 Performance de collectivité,S1507,LE-PORGE GARE,,33680,LE PORGE,Propriétaire,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"101,06",0,0,0,0,44.881702,-1.082759,LESCARRAN 33680 Le Porge,33333
03 Collège et éducation,S1515,LIBOURNE CLG LES-DAGUEYS,27 Avenue F. Mitterrand,33500,LIBOURNE,Propriétaire,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"79,64","477,84","1816169,87","1520643,87",44.947905,-0.242577,27 Avenue François Mitterrand 33500 Libourne,33243
08 Solidarité autonomie et santé,S1522,BORDEAUX AS ALSACE-LORRAINE,76 Cours Alsace-Lorraine,33000,BORDEAUX,Locataire,1,0,0,0,"37,9720359488","15,2067092983",0,0,"53,1787452471",0,"10985,31",0,"4399,301",0,"15384,611",0,"929169,9","789794,4","17449,46",0,0,"289,3",0,0,44.837634,-0.572107,76 Cours d'Alsace et Lorraine 33000 Bordeaux,33063
08 Solidarité autonomie et santé,S1523,TALENCE PERM THOUARS,2 Avenue Thouars,33400,TALENCE,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4133,01",0,0,0,0,0,44.79979,-0.593301,2 Avenue de Thouars 33400 Talence,33522
08 Solidarité autonomie et santé,S1531,LANGOIRAN MECS GARDERA,70 route de Langoiran,33550,LANGOIRAN,Propriétaire,7,54,0,"0,3685806109","38,8180892122","16,8950774043","64,6996728791",0,"120,4128466693",0,"54111,64","90190,05","23551,4","513,794","167853,1",0,"3733657,2","3258044,5",0,0,0,"1393,98","361929,09","332459,09",44.705805,-0.365007,70 Route de Capian 33550 Langoiran,33226
08 Solidarité autonomie et santé,S1532,MAZERES MECS GARDERA,Lagrue Est,33210,MAZERES,Propriétaire,4,4,0,0,0,"218,1958568408",0,0,"218,1958568408",0,0,0,248680,0,248680,0,"2327437,2","1894225,8",0,0,0,"1139,71",1305233,1181972,44.519933,-0.249241,Lagrue 33210 Mazères,33279
08 Solidarité autonomie et santé,S1534,PODENSAC MECS,4 Rue de Toulouse Lautrec,33720,PODENSAC,Propriété d'un tiers,9,56,"0,7408346087",0,0,0,0,0,0,0,0,0,0,0,0,0,"3259872,5","3162053,5",0,1520,0,"2051,74","577,5","577,5",44.645668,-0.350681,4 Rue Toulouse Lautrec 33720 Podensac,33327
06 Performance de collectivité,S1535,BORDEAUX SGAR,4 Esplanade Charles de Gaulle,33000,BORDEAUX,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,"3875034,2",3456605,"249897,77",0,0,0,0,0,44.837398,-0.585046,Esplanade Charles de Gaulle 33000 Bordeaux,33063
06 Performance de collectivité,S1539,BORDEAUX ECONOMAT MANON-CORMIER,15 Rue Manon Cormier,33000,BORDEAUX,Locataire,1,0,0,"0,0803949912","116,2376271615","37,9464430913",0,0,"154,1840702528",0,"64329,39",0,"21000,7","44,493","85330,09",0,0,0,"29512,46",0,0,"553,43","12011,29","2064,89",44.832634,-0.588374,15 Rue Manon Cormier 33000 Bordeaux,33063
05 Mobilité,S1551,LE-VERDON-SUR-MER BACS ATELIERS-DTM,Allée Teulère,33123,LE VERDON SUR MER,Propriétaire,3,3,0,"-0,0114805117",0,"16,9879542339",0,0,"16,9879542339",0,0,0,"26146,67","-17,67","26146,67",0,1168565,"976734,5",0,0,0,"1539,13","35507,34","24971,34",45.564262,-1.064713,Allée Teulère 33123 Le Verdon-sur-Mer,33544
06 Performance de collectivité,S1556,BORDEAUX CHÂTEAU-GARDERE,8 Rue Théodore Gardère,33000,BORDEAUX,Gestionnaire,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8555815,7023034,0,0,0,"1873,05","675848,52","554529,52",44.826915,-0.582187,8 Rue Théodore Gardère 33000 Bordeaux,33063
03 Collège et éducation,S1559,BORDEAUX C.I.O,39 Cours De Verdun,33000,BORDEAUX,Locataire,1,0,0,"0,3024354995",0,"16,6787702616","71,8290716198",0,"88,5078418814",0,0,"43737,44","10155,87","184,156","53893,31",0,"1816422,4","1416809,4","44026,76",0,0,"608,91",0,0,44.850458,-0.574831,39 Cours de Verdun 33000 Bordeaux,33063
03 Collège et éducation,S1560,LIBOURNE C.I.O.,40 Rue Orbe,33500,LIBOURNE,Locataire,1,0,0,0,0,"92,9553897751",0,0,"92,9553897751",0,0,0,"43237,27",0,"43237,27",0,"1589369,5",1303283,"57387,6",0,0,"465,14","3479,39","3306,39",44.917237,-0.243824,40 Rue Orbe 33500 Libourne,33243
08 Solidarité autonomie et santé,S1562,LIBOURNE MECS FRANCOIS-CONSTANT,Rue François Constant,33500,LIBOURNE,Propriété d'un tiers,1,1,0,"0,4367965956","84,6109488886","44,9180700801",0,0,"129,5290133098",0,"149517,7",0,"79375,62","771,872","228893,31",0,4890368,4401331,0,0,0,"1767,12","122373,79","82814,79",44.911427,-0.238718,Rue François Constant 33500 Libourne,33243
03 Collège et éducation,S1563,ST-AUBIN-DE-MEDOC CLG LEONARD-DE-VINCI,Avenue du Lycée,33160,Saint-Aubin-de-Médoc,Propriétaire,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"88,51875","708,15","3022145,05","2370010,05",44.906099,-0.715867,"Avenue du Lycée, 33160 Saint-Aubin-de-Médoc ",
06 Performance de collectivité,S1564,LESPARRE-MEDOC SOUS-PREFECTURE,2 Allée 8 mai 1945,33340,LESPARRE MEDOC,Propriétaire MAD,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1126,04",0,0,45.307738,-0.938148,2 Allée du 8 Mai 1945 33340 Lesparre-Médoc,33240
02 Cohésion vie sociale et épanouissement,S1565,PLASSAC VILLA-GALLO-ROMAINE,Rue Chardonnet,33390,PLASSAC,Locataire,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3068722,43","2775666,43",45.102826,-0.646036,Rue de Chardonnet 33390 Plassac,33325
08 Solidarité autonomie et santé,S1571,BRAUD-ET-ST-LOUIS FOYER,42 Avenue de la République,33820,BRAUD ET ST LOUIS,Propriétaire,4,11,"45,6478981327",0,0,"109,5458385004",0,0,"109,5458385004",0,0,0,609524,0,609524,0,0,0,0,"253989,47",0,"5564,1","11024688,41","9689595,41",45.249953,-0.625126,42 Avenue de la République 33820 Braud-et-Saint-Louis,33073
08 Solidarité autonomie et santé,S1572,GUJAN-MESTRAS FOYER,Allée des corsaires,33470,GUJAN MESTRAS,Propriétaire,1,5,"90,6533582865","1,3740166913","63,5852862947","47,5268697064",0,0,"111,112156001",0,"204873,7",0,153133,"4427,123","358006,7",0,"145313,78","127871,48",0,"292087,84",0,"3222,03","6409702,17","4955858,17",44.627398,-1.058163,Allée des Corsaires 33470 Gujan-Mestras,33199
08 Solidarité autonomie et santé,S1575,CENON AS,142 Rue René Cassagne,33150,CENON,Locataire,1,0,0,0,0,"11,5718441815",0,0,"11,5718441815",0,0,0,"2346,77",0,"2346,77",0,0,0,"14476,59",0,0,"202,8","7076,62","6600,62",44.853195,-0.516795,142 Avenue René Cassagne 33150 Cenon,33119
03 Collège et éducation,S1579,MARCHEPRIME CLG GASTON-FLAMENT,33 Avenue Léon Delagrange,33380,MARCHEPRIME,Propriétaire,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"533,2336","7465,27","11261752,22","8752787,22",44.698906,-0.847257,33 Avenue Léon Delagrange 33380 Marcheprime,33555
03 Collège et éducation,S1580,SALLES CLG ALIENOR-D'AQUITAINE,22 Route du Martinet,33770,SALLES,Propriétaire,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9159,36","12836963,71","9924251,71",44.547314,-0.881478,22 Route du Martinet 33770 Salles,33498
03 Collège et éducation,S1581,ST-JEAN-D'ILLAC CLG L'ESTEY,2200 Avenue du Las,33127,ST JEAN D'ILLAC,Propriétaire,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5132,06","10014285,73","7934070,73",44.805635,-0.80767,2200 Avenue du Las 33127 Saint-Jean-d'Illac,33422
03 Collège et éducation,S1582,CADAUJAC CLG,250 Chemin Du Château,33140,CADAUJAC,Propriétaire,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7045,74","10785931,29","8406138,29",44.750127,-0.52818,250 Chemin du Château 33140 Cadaujac,33080
03 Collège et éducation,S1583,CARBON-BLANC CLG,28 Rue des Futaies,33560,CARBON BLANC,Propriétaire,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"955,23114","8597,08","13991550,12","10804564,12",44.909826,-0.498947,28 Rue des Futaies 33560 Carbon-Blanc,33096
03 Collège et éducation,S1584,MONSEGUR CLG ELEONORE-DE-PROVENCE,,33580,MONSEGUR,Propriétaire,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1047,1775","4188,71","29739,23","27198,23",44.644819,0.089736,Sarot 33580 Monségur,33289
08 Solidarité autonomie et santé,S1585,BORDEAUX MDSI CANIHAC,18 Rue Canihac,33000,BORDEAUX,Propriétaire,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1344,73","7748195,76","7701208,76",44.834071,-0.574378,18 Rue Canihac 33000 Bordeaux,33063
02 Cohésion vie sociale et épanouissement,S1588,BORDEAUX ARCHIVES QUAI-DE-BRAZZA,87 Quai De Brazza,33000,BORDEAUX,Locataire,1,0,0,"-0,0014601005",0,"0,8854357456",0,0,"0,8854357456",0,0,0,"891,439","-1,47","891,439",0,611296,"537940,44","54814,23",0,0,"1006,78","74182,59","66764,59",44.853986,-0.566378,87 Quai des Chartrons 33000 Bordeaux,33063
08 Solidarité autonomie et santé,S1594,CENON FOYER,12 Rue de Dumune,33150,CENON,Propriétaire,1,6,"115,5232331611","8,07985046890066E-05","115,372633726","42,2460368333",0,0,"157,6186705594",0,"642557,5",0,"235285,5","0,45",877843,0,0,0,0,"643396,25",0,"5569,41","10388288,24","9007380,04",44.846415,-0.526899,12 Rue Dumune 33150 Cenon,33119
08 Solidarité autonomie et santé,S1599,ARTIGUES-PRES-BORDEAUX FOYER,9005 Avenue Descartes,33370,ARTIGUES PRES BORDEAUX,Propriété d'un tiers,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.853779,-0.495952,9005 Avenue Descartes 33370 Artigues-près-Bordeaux,33013
06 Performance de collectivité,S1601,LACANAU MAISON-DE-RETRAITE,Rue du Général de Gaulle,33680,LACANAU,Propriété d'un tiers,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.976494,-1.07639,Rue du Général de Gaulle 33680 Lacanau,33214
06 Performance de collectivité,S1604,ST-ANDRE-DE-CUBZAC GIE,1455 Av Jules Ferry,33240,ST ANDRE DE CUBZAC,Propriétaire,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3501,43",0,0,45.003491,-0.430862,1455 Avenue Jules Ferry 33240 Saint-André-de-Cubzac,33366
02 Cohésion vie sociale et épanouissement,S1606,MAZERES RELAIS-DE-PRÊT-BDP,7 Le Bourg,33210,MAZERES,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.495042,-0.258645,7 Le Bourg 33210 Mazères,33279
05 Mobilité,S1611,ROYAN BACS,Quai des Sabliers,17200,ROYAN,Autorisation d'occupation temporaire,2,0,0,"2,0012826629",0,"176,2846239466",0,0,"176,2846239466",0,0,0,"33259,62","377,582","33259,62",0,"460160,3","455549,4",0,0,0,"188,67","5478308,04","4154587,04",45.617933,-1.030293,Quai des Sabliers 17200 Royan,17306
08 Solidarité autonomie et santé,S1613,LANGON AS,189 Rue Condorcet,33210,LANGON,Locataire,1,0,0,"0,0341393776",0,"7,7721006825",0,0,"7,7721006825",0,0,0,"6206,411","27,262","6206,411",0,"140598,08","136371,4","11674,76",0,0,"798,55",0,0,44.545112,-0.241391,Rue Condorcet 33210 Langon,33227
08 Solidarité autonomie et santé,S1614,BORDEAUX AS RUE-DES-3-CONILS,6 Rue des Trois Conils,33000,BORDEAUX,Locataire,1,0,0,"0,3240440115",0,"120,6549422799",0,0,"120,6549422799",0,0,0,"13378,22","35,93","13378,22",0,"519601,56","467635,6","16770,24",0,0,"110,88",0,0,44.83882,-0.574737,6 Rue des 3 Conils 33000 Bordeaux,33063
08 Solidarité autonomie et santé,S1619,STE-FOY-LA-GRANDE HM,3 Avenue Thier,33220,STE FOY LA GRANDE,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13375,06",0,0,0,0,0,44.840936,0.212339,3 Avenue Ithier Gorin 33220 Sainte-Foy-la-Grande,33402
02 Cohésion vie sociale et épanouissement,S1620,SAUCATS MEMORIAL FERME-RICHEMONT,,33650,SAUCATS,Propriétaire,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.655878,-0.587479,GIEU 33650 Saucats,33501
05 Mobilité,S1630,LEGE-CAP-FERRET CRD-CE PONT-DE-BREDOUILLE,85 Avenue  De la Presqu'île,33950,LEGE CAP FERRET,Propriété d'un tiers,1,2,0,"0,152799632",0,"53,356992423",0,0,"53,356992423",0,0,0,"22041,24","63,12","22041,24",0,0,0,0,0,"34,424168","413,09","109750,55","105032,55",44.789227,-1.161683,85 Avenue de la Presqu'Île 33950 Lège-Cap-Ferret,33236
05 Mobilité,S1630,LEGE-CAP-FERRET CRD-CE PONT-DE-BREDOUILLE,85 Avenue  De la Presqu'île,33950,LEGE CAP FERRET,Propriétaire,3,6,0,"0,152799632",0,"53,356992423",0,0,"53,356992423",0,0,0,"22041,24","63,12","22041,24",0,"633209,5","528380,94",0,0,"34,424168","413,09","109750,55","105032,55",44.789227,-1.161683,85 Avenue de la Presqu'Île 33950 Lège-Cap-Ferret,33236
08 Solidarité autonomie et santé,S1637,LIBOURNE HM FOCH,195 Avenue Du Mal Foch,33500,LIBOURNE,Locataire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"595786,5","524282,34","157701,42",0,"178,42667","535,28",0,0,44.923195,-0.240987,Avenue du Maréchal Foch 33500 Libourne,33243
05 Mobilité,S1639,BAZAS CRD-CE,5 Chemin Barraou,33430,BAZAS,Propriétaire,2,1,0,"0,1518717215",0,"1,1554550719",0,0,"1,1554550719",0,0,0,"678,437","89,173","678,437",0,0,0,0,0,0,"587,16",0,0,44.440104,-0.241388,Chemin de Barraou 33430 Bazas,33036
08 Solidarité autonomie et santé,S1642,BORDEAUX MDPH RAVEZIES,264 Bd Godard,33000,BORDEAUX,Locataire,1,0,0,0,0,"28,776640238",0,0,"28,776640238",0,0,0,"136577,1",0,"136577,1",0,"3148465,2","3054011,5","516090,34",0,"67,801575","4746,11",0,0,44.854788,-0.580079,Rue Camille Godard 33000 Bordeaux,33063
03 Collège et éducation,S1643,LIBOURNE CLG ATELIER-RELAIS,10 Avenue de l'Epinette,33500,LIBOURNE,Locataire,1,0,0,0,0,"339,619540025",0,0,"339,619540025",0,0,0,"19049,26",0,"19049,26",0,0,0,"6791,64",0,0,"56,09",0,0,44.911488,-0.235191,10 Avenue de l'Épinette 33500 Libourne,33243
08 Solidarité autonomie et santé,S1645,BORDEAUX CENTRE-SOCIAL GRAND-PARC,25 Place de l'Europe,33000,BORDEAUX,Propriétaire,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3027370,5",2361349,0,0,0,"2142,49","298567,85","246150,61",44.831133,-0.573484,25 Place de la Victoire 33000 Bordeaux,33063
08 Solidarité autonomie et santé,S1649,ANDERNOS-LES-BAINS PERM,260 Boulevard de la République,33510,ANDERNOS LES BAINS,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.743826,-1.101799,260 Boulevard de la République 33510 Andernos-les-Bains,33005
08 Solidarité autonomie et santé,S1652,LA-REOLE PERM PMI-CONSULTATIONS,37 Rue Chemin Ronde,33190,LA REOLE,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1932,84",0,0,0,0,0,44.585405,-0.040341,37 Chemin de Ronde 33190 La Réole,33352
02 Cohésion vie sociale et épanouissement,S1653,LESPARRE-MEDOC BDP RELAIS-DE-PRÊT,Cours du Maréchal Galliéni,33340,LESPARRE MEDOC,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.306272,-0.936756,Place du Maréchal Foch 33340 Lesparre-Médoc,33240
02 Cohésion vie sociale et épanouissement,S1654,ST-DENIS-DE-PILE BDP RELAIS-DE-PRÊT,6 Rue Champs de Foire,33910,ST DENIS DE PILE,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.992289,-0.204611,Rue du Champ de Foire 33910 Saint-Denis-de-Pile,33393
07 Protection valorisation environnement,S1658,MARTILLAC FORET MIGELANE,9 Migelane,33650,MARTILLAC,Propriétaire,2,5,"25,1169474046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3653,26",0,"145,45","46707,66","43954,66",44.730176,-0.543929,La Morelle 33650 Martillac,33274
08 Solidarité autonomie et santé,S1660,CESTAS AS,Place de l'Hôtel de Ville,33610,CESTAS,Locataire,1,0,0,0,0,"108,9913346614",0,0,"108,9913346614",0,0,0,"6565,638",0,"6565,638",0,0,0,"6702,3",0,0,"60,24",0,0,44.741229,-0.685325,Place de l'Hôtel de Ville 33610 Cestas,33122
05 Mobilité,S1665,BORDEAUX CRD-CE RIVE-DROITE,121 Quai de la Souys,33100,BORDEAUX,Affectataire par la loi,2,1,0,"0,3226715754","52,1101708885","22,2939474696",0,0,"74,4041183582",0,"18967,06",0,"8114,551","117,446","27081,611",0,0,0,0,0,0,"363,98","50632,5","50280,5",44.828442,-0.54021,121 Quai de la Souys 33100 Bordeaux,33063
