CD_DEPOT,LB_DEPOT,TYPE_DEPOT,LB_TYPE_DEPOT,COORD_TEL,COORD_FAX,COORD_MAIL,COORD_SITEWEB,ADR_L1,ADR_L2,ADR_L3,ADR_L4_NUM,ADR_L4_NUMEXT,ADR_L4_VOIE,ADR_L5,ADR_L6_CP,ADR_L6_COMM,INSEE_COMMUNE,CD_CANTON,RESPONSABLE,FL_DESSERVI,FL_INTERNET,NB_POSTEINT,NB_POSTEPUB,NB_MULT,ACCESS_HANDICAPES,H_DEB_MATIN_LUNDI,H_FIN_MATIN_LUNDI,H_DEB_APRM_LUNDI,H_FIN_APRM_LUNDI,H_DEB_MATIN_MARDI,H_FIN_MATIN_MARDI,H_DEB_APRM_MARDI,H_FIN_APRM_MARDI,H_DEB_MATIN_MERCREDI,H_FIN_MATIN_MERCREDI,H_DEB_APRM_MERCREDI,H_FIN_APRM_MERCREDI,H_DEB_MATIN_JEUDI,H_FIN_MATIN_JEUDI,H_DEB_APRM_JEUDI,H_FIN_APRM_JEUDI,H_DEB_MATIN_VENDREDI,H_FIN_MATIN_VENDREDI,H_DEB_APRM_VENDREDI,H_FIN_APRM_VENDREDI,H_DEB_MATIN_SAMEDI,H_FIN_MATIN_SAMEDI,H_DEB_APRM_SAMEDI,H_FIN_APRM_SAMEDI,H_DEB_MATIN_DIMANCHE,H_FIN_MATIN_DIMANCHE,H_DEB_APRM_DIMANCHE,H_FIN_APRM_DIMANCHE,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode
1684,La Lande-de-Fronsac,21,,557581243,557582323,bibliothequemicheliturria@orange.fr,,BDP La Lande-de-Fronsac,,,169,,RUE DES TEMPLIERS,,33240,LA LANDE DE FRONSAC,33219,24,,Oui,1,1,,0,Accès aux personnes à mobilité réduite,,, 13h30, 16h30,,, 16h30, 18h00,10h00, 12h00, 14h00, 17h00,,, 13h30, 16h30,,, 16h13, 16h30,,,,,,,,,44.979013,-0.38345,169 Route des Templiers 33240 La Lande-de-Fronsac,0.8,housenumber,ADRNIVX_0000000276059354,169,Route des Templiers,,33240,La Lande-de-Fronsac,"33, Gironde, Aquitaine",33219
1459,Saint-Symphorien,3,,556257289,556650114,bibliotheque.stsymphorien@wanadoo.fr,,BDP Saint-Symphorien,,,,,PLACE DE LA RÉPUBLIQUE,,33113,SAINT SYMPHORIEN,33484,45,,Oui,1,7,,7,Accès aux personnes à mobiblité réduite,,,,,,, 16h00, 18h00,10h00, 12h00, 14h00, 18h00,,,,,,, 16h00, 18h00,09h00, 12h00,,,,,,,44.427769,-0.490433,Place de la République 33113 Saint-Symphorien,0.92,street,33484_0235_cc4729,,Place de la République,,33113,Saint-Symphorien,"33, Gironde, Aquitaine",33484
1579,Saint-Hilaire-de-la-Noaille,19,,556710009,556710237,saint-hilaire-novaliamedias@wanadoo.fr,,BDP Saint-Hilaire-de-la-Noaille,,,6,,LE PONT,,33190,SAINT HILAIRE DE LA NOAILLE,33418,38,,Oui,1,4,,0,,,,,,,,,,,, 16h30, 18h30,,,,,,,,,,, 14h00, 16h00,,,,,44.60382,-0.002828,6 Le Pont 33190 Saint-Hilaire-de-la-Noaille,0.91,housenumber,ADRNIVX_0000000276558546,6,Le Pont,,33190,Saint-Hilaire-de-la-Noaille,"33, Gironde, Aquitaine",33418
1999,Monségur,9,,556719062,,bibliotheque.monsegur@orange.fr,,BDP Monségur,,,10,,PLACE DES TILLEULS,,33580,MONSÉGUR,33289,32,,Oui,1,0,,0,,,,,,,,,,10h00, 12h00, 14h00, 19h00,,,,,09h30, 13h00, 16h00, 19h00,09h30, 13h00,,,,,,,44.648583,0.077002,10 Place des Tilleuls 33580 Monségur,0.92,housenumber,ADRNIVX_0000000276540723,10,Place des Tilleuls,,33580,Monségur,"33, Gironde, Aquitaine",33289
1792,Mazères,20,,556761406,556761406,bibliotheque-mazeres@cc-paysdelangon.fr,http://www.bibliotheques-paysdelangon.net,BDP Mazères,,,,,LE BOURG,,33210,MAZÈRES,33279,28,,Oui,1,0,,0,,,,,,,,,,,,,,,,,,,,,,10h00, 11h30,,,,,,,44.494516,-0.259312,Le Bourg 33210 Mazères,0.91,locality,33279_B012_5d80e5,,Le Bourg,,33210,Mazères,"33, Gironde, Aquitaine",33279
1654,Naujac-sur-Mer,26,,556730055,556730387,mairie.naujac@wanadoo.fr,,BDP Naujac-sur-Mer,,,,,LE BOURG,,33990,NAUJAC SUR MER,33300,29,,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.256168,-1.022503,Le Bourg 33990 Naujac-sur-Mer,0.91,locality,33300_B021_9ccb8a,,Le Bourg,,33990,Naujac-sur-Mer,"33, Gironde, Aquitaine",33300
1468,Saint-Seurin-sur-l'Isle,4,,557496193,557496345,mediatheque@stseurinsurlisle.com,http://www.mediatheque.stseurinsurlisle.com,BDP Saint-Seurin-sur-l'Isle,,,4,,AVENUE GEORGES CLÉMENCEAU,,33660,SAINT SEURIN SUR L ISLE,33478,31,,Oui,1,6,,6,,,,,,,, 14h00, 18h00,10h00, 12h30, 14h00, 19h00,,,,,,, 14h00, 18h00,10h00, 12h30, 14h00, 18h00,,,,,45.0147,-0.000848,4 Avenue Georges Clemenceau 33660 Saint-Seurin-sur-l'Isle,0.91,housenumber,ADRNIVX_0000000337456762,4,Avenue Georges Clemenceau,,33660,Saint-Seurin-sur-l'Isle,"33, Gironde, Aquitaine",33478
2002,Ambarès et Lagrave,32,,557801520,557801521,bibliotheque@ville-ambaresetlagrave.fr,http://www.ville-ambaresetlagrave.fr/,BDP Ambarès et Lagrave,,,9,,RUE EDMOND FAULAT,,33440,AMBARÈS ET LAGRAVE,33003,19,,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.925334,-0.488512,9 Rue Edmond Faulat 33440 Ambarès-et-Lagrave,0.92,housenumber,ADRNIVX_0000000276092892,9,Rue Edmond Faulat,,33440,Ambarès-et-Lagrave,"33, Gironde, Aquitaine",33003
1192,Saint-Pierre-de-Mons,21,,556630711,556761259,bibliotheque-saintpey@cc-paysdelangon.fr,http://www.bibliotheques-paysdelangon.net,BDP Saint-Pierre-de-Mons,,,4,,RUE ROUSSEAU,,33210,SAINT PIERRE DE MONS,33465,28,,Oui,1,0,,0,,,,,,,, 16h30, 18h00,,,,,,,,,,,,,,, 14h30, 16h00,,,,,44.55131,-0.223726,4 Au Rousseau 33210 Saint-Pierre-de-Mons,0.76,housenumber,ADRNIVX_0000000276587497,4,Au Rousseau,,33210,Saint-Pierre-de-Mons,"33, Gironde, Aquitaine",33465
1172,Fargues,21,,556634270,,bibliotheque-fargues@cc-paysdelangon.fr,http://www.bibliotheques-paysdelangon.net,BDP Fargues,,,7,,ROUTE DES ÉCOLES,,33210,FARGUES,33164,28,,Oui,1,0,,0,,,,,,,,,,,, 15h00, 17h00,,,,,,,,,,, 15h00, 17h00,,,,,44.536138,-0.295594,7 Route des Écoles 33210 Fargues,0.91,housenumber,ADRNIVX_0000000276593916,7,Route des Écoles,,33210,Fargues,"33, Gironde, Aquitaine",33164
1182,Saint-André-du-Bois,19,,556769785,556764308,mairie.saint.andredubois@wanadoo.fr,,BDP Saint-André-du-Bois,,,36,,LE BOURG SUD,,33490,SAINT ANDRÉ DU BOIS,33367,43,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,, 16h00, 18h00,,,,,,,,,44.6045,-0.182801,Le Bourg Sud 33490 Saint-André-du-Bois,0.84,locality,33367_B012_c57f18,,Le Bourg Sud,,33490,Saint-André-du-Bois,"33, Gironde, Aquitaine",33367
1009,Mios,23,,556264940,556264169,bibliotheque.municipale.mios@orange.fr,,BDP Mios,,,9,,RUE SAINT JEAN,,33380,MIOS,33284,2,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,09h30, 11h30,,,,,,,,,,,09h30, 11h30,,,,,,,44.60444,-0.937858,Rue Saint-Jean 33380 Mios,0.84,street,33284_0152_b164d6,,Rue Saint-Jean,,33380,Mios,"33, Gironde, Aquitaine",33284
1098,Lesparre-Médoc,17,,556418066,556415849,bib.coeurmedoc@wanadoo.fr,,BDP Lesparre-Médoc,,,37,,COURS DU MARÉCHAL DE LATTRE DE TASSIGNY,,33340,LESPARRE MÉDOC,33240,29,,Oui,1,0,,0,,,,,,09h00, 12h00, 15h00, 18h00,09h00, 12h00, 15h00, 18h00,,,,,09h00, 12h00, 15h00, 18h00,09h00, 12h00, 15h00, 18h00,,,,,45.305575,-0.936091,37 Cours du Maréchal de Lattre de Tassigny 33340 Lesparre-Médoc,0.93,housenumber,ADRNIVX_0000000275911560,37,Cours du Maréchal de Lattre de Tassigny,,33340,Lesparre-Médoc,"33, Gironde, Aquitaine",33240
2009,Talence,32,,556847890,556847889,mediatheque@talence.fr,http://www.talence.fr/,BDP Talence,,,1,,ALLÉE PEIXOTTO,,33400,TALENCE,33522,56,,Non,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.800346,-0.593546,1 Allée des Peupliers 33400 Talence,0.5,housenumber,ADRNIVX_0000000276361976,1,Allée des Peupliers,,33400,Talence,"33, Gironde, Aquitaine",33522
3333,Saint-Martin-Lacaussade,21,,,557422122,bibliotheque.stmartinlacaussade@orange.fr,,BDP Saint-Martin-Lacaussade,,,1,,CHEMIN DES LAURIERS,,33390,SAINT MARTIN LACAUSSADE,33441,7,,Oui,0,1,,0,,,, 15h00, 17h30,,,,,,, 15h00, 17h30,,,,,,,,,,,,,,,,,45.145346,-0.642248,1 Chemin des Lauriers 33390 Saint-Martin-Lacaussade,0.91,housenumber,ADRNIVX_0000000326930654,1,Chemin des Lauriers,,33390,Saint-Martin-Lacaussade,"33, Gironde, Aquitaine",33441
1703,Saint-Yzan-de-Soudiac,15,,09 61 34 75 1,,bibliotheque.st-yzandesoudiac@wanadoo.fr,,BDP Saint-Yzan-de-Soudiac,,,,,CHEMIN DE FAUCHARD,,33920,SAINT YZAN DE SOUDIAC,33492,44,,Oui,1,1,,0,,,,,,,,,,10h00, 12h00, 14h00, 17h00,,, 16h30, 17h30,,,,,,,,,,,,,45.14134,-0.409561,Chemin de Fauchard 33920 Saint-Yzan-de-Soudiac,0.91,street,33492_XXXX_fef357,,Chemin de Fauchard,,33920,Saint-Yzan-de-Soudiac,"33, Gironde, Aquitaine",33492
1628,Margueron,13,,557412300,557413855,margueron.pointlecture@orange.fr,,BDP Margueron,,,,,LA TUQUETTE,,33220,MARGUERON,33269,41,,Oui,0,0,,0,Accés aux personnes à mobilité réduite,,, 17h00, 18h30,,,,,,, 14h00, 15h00,,,,,,, 16h30, 18h00,,,,,,,,,44.762559,0.251205,La Tuquette Ouest 33220 Margueron,0.74,locality,33269_B125_e896e3,,La Tuquette Ouest,,33220,Margueron,"33, Gironde, Aquitaine",33269
1473,Naujan-et-Postiac,20,,557845577,557749252,m.jp.bessaudou@orange.fr,,BDP Naujan-et-Postiac,,,28,,ROUTE DE BORDEAUX,,33420,NAUJAN ET POSTIAC,33301,16,,Oui,1,1,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,, 15h00, 18h00,,,,,,,,,10h30, 12h30,,,,,,,44.789039,-0.183709,28 Route de Bordeaux 33420 Naujan-et-Postiac,0.91,housenumber,ADRNIVX_0000000276396092,28,Route de Bordeaux,,33420,Naujan-et-Postiac,"33, Gironde, Aquitaine",33301
1663,Les Églisottes-et-Chalaures,21,,557693707,557495286,bibliothequeleseglisottes@orange.fr,,BDP Les Églisottes-et-Chalaures,,,38,,AVENUE VICTOR HUGO,,33230,LES ÉGLISOTTES ET CHALAURES,33154,22,,Oui,1,3,,0,Accès aux personnes à mobilité réduite,,,,,,, 14h00, 18h00,09h00, 12h00, 14h00, 18h00,,, 14h00, 18h00,09h00, 12h00, 14h00, 18h00,09h00, 12h00, 14h00, 18h00,,,,,45.098131,-0.039996,38 Avenue Victor Hugo 33230 Les Églisottes-et-Chalaures,0.91,housenumber,ADRNIVX_0000000275977273,38,Avenue Victor Hugo,,33230,Les Églisottes-et-Chalaures,"33, Gironde, Aquitaine",33154
1155,Auros,20,,556654009,556654459,contact@bibliotheque-auros.com,http://www.bibliotheque-auros.com,BDP Auros,,,,,LE BOURG,,33124,AUROS,33021,3,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,, 16h00, 18h00,,,,,44.492891,-0.14618,Le Bourg-Sud 33124 Auros,0.76,locality,33021_B022_a39d6c,,Le Bourg-Sud,,33124,Auros,"33, Gironde, Aquitaine",33021
1652,Grayan-et-l'Hôpital,8,,556095829,556095473,bibliothequegrayan@wanadoo.fr,http://bibliothequegrayan.blogspot.fr/,BDP Grayan-et-l'Hôpital,,,,,RUE DES GOËLANDS,,33590,GRAYAN ET L HÔPITAL,33193,46,,Oui,1,1,,0,Accès aux personnes à mobilité réduite,10h30, 12h30,,,,,,,10h30, 12h00,,,,, 16h00, 18h30,,,,,,, 14h30, 17h00,,,,,45.443556,-1.088801,Rue des Goélands 33590 Grayan-et-l'Hôpital,0.91,street,33193_0167_5d72b4,,Rue des Goélands,,33590,Grayan-et-l'Hôpital,"33, Gironde, Aquitaine",33193
1743,Izon,16,,557554968,557554969,bibliotheque.izon@orange.fr,,BDP Izon,,,207,,AVENUE DU GÉNÉRAL DE GAULLE,,33450,IZON,33207,30,,Oui,1,1,,0,Accès aux personnes à mobilité réduite,,,,,,, 16h00, 17h30,10h00, 12h00, 14h00, 17h00,10h30, 11h30,,,,, 16h00, 17h30,10h00, 12h00,,,,,,,44.920734,-0.369391,207 Avenue du Général de Gaulle 33450 Izon,0.91,housenumber,ADRNIVX_0000000276101242,207,Avenue du Général de Gaulle,,33450,Izon,"33, Gironde, Aquitaine",33207
2043,Saint Sauveur Médoc,0,,556595713,,,,BDP Saint Sauveur Médoc,,,,,PLACE DU 19 MARS 1962,,33250,SAINT SAUVEUR MÉDOC,,,,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Arcachon,32,,556225847,557527099,bibliotheque@ville-arcachon.fr,http://www.arcachon.fr/,BDP Arcachon,,,51,,COURS TARTAS,,33120,ARCACHON,33009,1,,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.660708,-1.174335,51 Cours Tartas 33120 Arcachon,0.93,housenumber,ADRNIVX_0000000354005226,51,Cours Tartas,,33120,Arcachon,"33, Gironde, Aquitaine",33009
1724,Bouliac,16,,556209404,557971828,bibliothequemairiebouliac@wanadoo.fr,http://www.ville-bouliac.fr/cult-bibliotheque.htm,BDP Bouliac,,,,,PARC DE VIALLE,,33270,BOULIAC,33065,58,,Oui,1,2,,0,Accès aux personnes à mobilité réduite,09h00, 12h00, 14h30, 17h30,09h00, 12h00, 14h30, 17h30,09h00, 12h00, 14h30, 17h30,09h00, 12h00, 14h30, 17h30,09h00, 12h00, 14h30, 17h30,10h00, 12h30,,,,,,,44.816951,-0.504399,Parc de Vialle 33270 Bouliac,0.91,street,33065_XXXX_824456,,Parc de Vialle,,33270,Bouliac,"33, Gironde, Aquitaine",33065
1742,Beautiran,16,,556675483,556672633,bibliotheque@mairie-beautiran.fr,,BDP Beautiran,,,12,,PLACE DE VERDUN,,33640,BEAUTIRAN,33037,27,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,, 17h00, 19h30,,,,,,, 16h00, 18h00,,, 17h00, 19h00,,,,,,,,,,,,,44.704416,-0.448729,12 Place de Verdun 33640 Beautiran,0.91,housenumber,ADRNIVX_0000000276477461,12,Place de Verdun,,33640,Beautiran,"33, Gironde, Aquitaine",33037
1753,Castres-Gironde,16,,556674787,556670829,bibliotheque.castres@free.fr,,BDP Castres-Gironde,,MAIRIE,1,,PLACE DE LA MAIRIE,,33640,CASTRES GIRONDE,33109,27,JEANTET Catherine,Oui,1,0,,0,,,,,,,,,,10h00, 12h00, 17h00, 19h00,10h00, 12h00,,,,,,,10h00, 12h00,,,,,,,44.69671,-0.445169,Place de la Mairie 33640 Castres-Gironde,0.87,street,33109_6000_188303,,Place de la Mairie,,33640,Castres-Gironde,"33, Gironde, Aquitaine",33109
1525,Porchères,26,,557496152,557496980,mairie-porcheres@wanadoo.fr,,BDP Porchères,,,1,,LE BOURG,,33660,PORCHÈRES,33332,22,,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.029222,0.010729,1 Le Bourg 33660 Porchères,0.91,housenumber,ADRNIVX_0000000276027607,1,Le Bourg,,33660,Porchères,"33, Gironde, Aquitaine",33332
1071,Lugos,26,,557719526,557719452,seouze@neuf.fr,,BDP Lugos,,MAIRIE,,B,,,33830,LUGOS,33260,5,VALIN Christiane,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.479667,-0.870562,Brana 33830 Lugos,0.59,locality,33260_B014_ce6958,,Brana,,33830,Lugos,"33, Gironde, Aquitaine",33260
2016,Libourne,32,,557553350,557555703,mediatheque@mairie-libourne.fr,ville-libourne.fr,BDP Libourne,,,,,PLACE DES RÉCOLLETS,,33500,LIBOURNE,33243,30,,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.896248,-0.232403,Rue des Réaux 33500 Libourne,0.51,street,33243_1204_c233e6,,Rue des Réaux,,33500,Libourne,"33, Gironde, Aquitaine",33243
2003,Bruges,32,,556575732,556168099,,,BDP Bruges,,,87,,AVENUE CHARLES DE GAULLE,,33520,BRUGES,33075,54,,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.881334,-0.61314,87 Avenue Charles de Gaulle 33520 Bruges,0.92,housenumber,ADRNIVX_0000000276156202,87,Avenue Charles de Gaulle,,33520,Bruges,"33, Gironde, Aquitaine",33075
1556,Hure,25,,556610613,556612480,mairie.hure@wanadoo.fr,,BDP Hure,,MAIRIE,,B,,,33190,HURE,33204,38,VIGNAU Isabelle,Non,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.535598,-0.017951,Bazas 33190 Hure,0.57,locality,33204_B005_0791ef,,Bazas,,33190,Hure,"33, Gironde, Aquitaine",33204
1371,Pujols,20,,557405816,557407019,pujols.mairie@wanadoo.fr,,BDP Pujols,,,,,CHÂTEAU,,33350,PUJOLS SUR DORDOGNE,33344,37,,Oui,0,0,,0,,,,,,,,,,,, 14h30, 16h00,,,,,,,,,11h00, 12h00,,,,,,,44.807528,-0.030387,Route du Château 33350 Pujols,0.46,street,33344_0015_036df5,,Route du Château,,33350,Pujols,"33, Gironde, Aquitaine",33344
1730,Braud-et-Saint-Louis,9,,557326737,557426092,mediatheque-braud@orange.fr,www.mairie-braud.com,BDP Braud-et-Saint-Louis,,,15,,AVENUE DE LA RÉPUBLIQUE,,33820,BRAUD ET SAINT LOUIS,33073,40,,Oui,1,1,,0,Accès aux personnes à mobilité réduite,,,,,08h00, 12h00, 14h00, 18h00,08h00, 12h00, 14h00, 18h00,08h00, 12h00, 14h00, 18h00,08h00, 12h00, 14h00, 18h00,09h00, 12h00,,,,,,,45.245494,-0.626579,15 Avenue de la République 33820 Braud-et-Saint-Louis,0.91,housenumber,ADRNIVX_0000000275925558,15,Avenue de la République,,33820,Braud-et-Saint-Louis,"33, Gironde, Aquitaine",33073
1681,Coutras,18,,557490149,557560904,mediatheque@mairie-coutras.fr,,BDP Coutras,,,15,,RUE SAINT JEAN,,33230,COUTRAS,33138,22,,Oui,1,1,,1,Accès aux personnes à mobilité réduite,,,,,,, 14h00, 18h00,09h00, 12h00, 14h00, 18h00,,, 14h00, 18h00,09h00, 12h00,,,09h00, 12h00, 14h00, 17h00,,,,,45.041128,-0.129772,Rue Saint-Jean 33230 Coutras,0.83,street,33138_0840_e59b03,,Rue Saint-Jean,,33230,Coutras,"33, Gironde, Aquitaine",33138
1181,Roaillan,21,,556761446,556761795,bibliotheque-roaillan@cc-paysdelangon.fr,http://www.bibliotheques-paysdelangon.net,BDP Roaillan,,,,,LE BOURG,,33210,ROAILLAN,33357,28,,Oui,0,0,,0,,,, 17h30, 19h00,,,,,10h00, 11h30,,,,,,,,,,,,,,,,,,,44.499466,-0.282988,Le Bourg 33210 Roaillan,0.91,locality,33357_B012_5d80e5,,Le Bourg,,33210,Roaillan,"33, Gironde, Aquitaine",33357
666,Le Tourne,14,,556670261,,bibletourne@gmail.com,,BDP Le Tourne,,,2,,CHEMIN DE PEYROUTIE,,33550,LE TOURNE,33534,23,,Oui,0,0,,0,,,,,,,, 16h30, 18h30,10h00, 12h00,,,,,,,,,,,10h00, 12h00,,,,,,,44.711083,-0.402685,2 Chemin de Peyroutic 33550 Le Tourne,0.81,housenumber,ADRNIVX_0000000276473439,2,Chemin de Peyroutic,,33550,Le Tourne,"33, Gironde, Aquitaine",33534
1603,Loupiac,26,,556629997,,acsosloupiac@neuf.fr,,BDP Loupiac,,,54,,BERTHOUMIEU,,33410,LOUPIAC,33253,17,,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,10h00, 12h00,,,,,,,44.627582,-0.297469,Berthoumieu 33410 Loupiac,0.81,locality,33253_B009_b3a7f7,,Berthoumieu,,33410,Loupiac,"33, Gironde, Aquitaine",33253
1727,Paillet,15,,556721623,,bibliothequedepaillet@wanadoo.fr,,BDP Paillet,,,,,PLACE DU GÉNÉRAL DE GAULLE,,33550,PAILLET,33311,17,,Oui,1,2,,0,,,, 15h00, 18h30,,,,,,, 15h00, 17h00,,,,,,,,,,, 15h00, 17h00,,,,,,,,,,,,,,,,,
1736,Saint-Martial,25,,556764293,556764506,mairiedestmartial@wanadoo.fr,,BDP Saint-Martial,,,6,,LE BOURG,,33490,SAINT MARTIAL,33440,43,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.637487,-0.175347,Le Bourg Sud 33490 Saint-Martial,0.74,locality,33440_B023_c57f18,,Le Bourg Sud,,33490,Saint-Martial,"33, Gironde, Aquitaine",33440
1372,Rauzan,21,,557841304,557840071,mairie.rauzan@wanadoo.fr,,BDP Rauzan,,MAIRIE,,B,,,33420,RAUZAN,33350,37,LE NAOUR Danièle,Oui,0,0,,0,Accés aux personnes à mobilité réduite,,,,,,,,,10h30, 11h30,,,,,,,,,,,10h30, 11h30,,,,,,,44.789038,-0.138511,Taris 33420 Rauzan,0.61,locality,33350_B058_cb9869,,Taris,,33420,Rauzan,"33, Gironde, Aquitaine",33350
1661,Loupiac-de-la-Réole,25,,556610816,556712322,mairie-de-loupiac-de-la-reole@wanadoo.fr,,BDP Loupiac-de-la-Réole,,MAIRIE,,,LE BOURG SUD,,33190,LOUPIAC DE LA RÉOLE,33254,38,SANQUER Catherine,Oui,0,0,,0,,,,,,,, 14h00, 17h00,,,,,,,,,,,,,09h00, 12h00,,,,,,,44.547398,-0.04515,Le Bourg Sud 33190 Loupiac-de-la-Réole,0.91,locality,33254_B031_f91bfd,,Le Bourg Sud,,33190,Loupiac-de-la-Réole,"33, Gironde, Aquitaine",33254
1688,Gauriac,20,,557648008,557648913,mairie.gauriac@wanadoo.fr,,BDP Gauriac,,MAIRIE,40,,FRANCICOT NORD,,33710,GAURIAC,33182,15,BALDES Robert,Oui,1,0,,0,,,,,,,, 16h30, 19h30,,,,,,,,,,,,,,,,,,,,,45.063804,-0.618106,Francicot 33710 Gauriac,0.67,locality,33182_XXXX_3ab11a,,Francicot,,33710,Gauriac,"33, Gironde, Aquitaine",33182
1383,Biganos,12,,556039334,,lducos@villedebiganos.fr,http://bibliobiganos.over-blog.com/,BDP Biganos,,,,,RUE PIERRE DE COUBERTIN,,33380,BIGANOS,33051,2,,Oui,0,0,,0,,,,,,09h00, 12h00, 14h00, 17h45,09h00, 12h00, 14h00, 17h45,,,,,09h00, 12h00, 14h00, 17h45,10h00, 12h00,,,,,,,44.637692,-0.974856,Rue Pierre de Coubertin 33380 Biganos,0.91,street,33051_0229_897813,,Rue Pierre de Coubertin,,33380,Biganos,"33, Gironde, Aquitaine",33051
1177,Landiras,9,,556620715,556624869,francoise.cabannes@cc-podensac.fr,,BDP Landiras,,CDC PODENSAC-PRIMEVER ,12,,RUE DU MARÉCHAL LECLERC DE HAUTECLOCQUE,,33720,PODENSAC,33225,36,CABANNES Françoise,Non,1,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,Saillans,25,,557843210,557743814,bibliosaillans@yahoo.fr,,BDP Saillans,,MAIRIE,1,,CHAMP DE VILLARD,,33141,SAILLANS,33364,24,TERRIER Céline,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.959293,-0.277183,1 Champ de Villard 33141 Saillans,0.91,housenumber,ADRNIVX_0000000276072041,1,Champ de Villard,,33141,Saillans,"33, Gironde, Aquitaine",33364
1538,Saint-Martin-de-Laye,19,,557494044,557494044,mairie.stmartindelaye@wanadoo.fr,,BDP Saint-Martin-de-Laye,,,,,HÔTEL DE VILLE,,33910,SAINT MARTIN DE LAYE,33442,26,,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,10h30, 12h30,,,,,,,45.037288,-0.247053,Belle Vue 33910 Saint-Martin-de-Laye,0.68,locality,33442_B004_37bed1,,Belle Vue,,33910,Saint-Martin-de-Laye,"33, Gironde, Aquitaine",33442
1391,Saint-Selve,15,,556784978,,bibliotheque@mairie-saintselve.fr,,BDP Saint-Selve,,,,,MAISON DES ASSOCIATIONS,,33650,SAINT SELVE,33474,27,,Oui,1,0,,0,,,,,,,, 16h30, 18h30,,, 15h00, 18h00,,,,,,, 17h30, 19h00,,,,,,,,,,,,,,,,,,,,,
2020,Illats,21,,556625314,556624114,marion.roche@cc-podensac.fr,,BDP Illats,,CDC PODENSAC-PRIMEVER ,12,,RUE DU MARÉCHAL LECLERC DE HAUTECLOCQUE,,33720,PODENSAC,,36,Malsch Marie-Louise,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.649511,-0.358722,12 Rue du Maréchal Leclerc 33720 Podensac,0.66,housenumber,ADRNIVX_0000000276529772,12,Rue du Maréchal Leclerc,,33720,Podensac,"33, Gironde, Aquitaine",33327
1187,Saint-Macaire,21,,556633452,,cflorence@gmail.com,,BDP Saint-Macaire,,,10,,PLACE DE L'ÉGLISE,,33490,SAINT MACAIRE,33435,43,,Oui,0,0,,0,,,,,,,,,,,, 16h00, 18h00,,,,,,,,,,, 15h00, 17h00,,,,,44.564095,-0.225563,Place de l'Église 33490 Saint-Macaire,0.85,street,33435_0105_509940,,Place de l'Église,,33490,Saint-Macaire,"33, Gironde, Aquitaine",33435
1606,Romagne,13,,96358249,556239798,bibliothequeromagne@gmail.com,,BDP Romagne,,,30,,RUE JACQUES LONGUEVILLE,,33760,ROMAGNE,33358,48,,Oui,1,0,,0,,,,,,,, 16h30, 18h30,,,,,,, 16h30, 18h30,,,,,,,,,,,,,44.762125,-0.1941,30 Rue Jacques Longueville 33760 Romagne,0.91,housenumber,ADRNIVX_0000000276437774,30,Rue Jacques Longueville,,33760,Romagne,"33, Gironde, Aquitaine",33358
1027,Carbon-Blanc,5,,557776886,556381192,dir@mediatheque-carbon-blanc.fr,,BDP Carbon-Blanc,,,17,,AVENUE VIGNAU ANGLADE,,33564,CARBON BLANC CEDEX,33096,19,,Oui,1,6,,0,Accès aux personnes à mobilité réduite,,,,,,, 16h00, 18h30,10h00, 12h00, 12h00, 18h00,10h00, 12h30,,,,, 15h00, 18h30,09h30, 12h30,,,,,,,,,,,,,,,,,,,
