objectid,entite,thematique,categorie,typologie,statut,nom,adresse,cp,commune,telephone,email,web,type_erp,nature_exploitation_erp,categorie_erp,effectif_admissible_erp,capacite_accueil_erp,unite_capacite_accueil_erp,nom_responsable,fonction_responsable,id_accessibilite,x,y,id_commune,id_thematique,id_sig,quartier,shape
72,Théâtre,Culture,Théâtre - Salle de spectacles,Théâtre,Public,Théâtre Montansier,13 Rue des Réservoirs,78000,Versailles,01 39 20 16 00,contact@theatremontansier.com,http://www.theatremontansier.com,L,Salle de spectacle ou decabaret,,,,,Geneviève DICHAMP,Directrice du th├®├ótre,VERACCERP78,635694.126,6856797.55,VER,CUL,VER_CUL_1285,Notre-Dame,
73,Salle polyvalente,Culture,Salle polyvalente,Salle réservée aux associations,Public,Salle Polyvalente Antoine Litler,6 rue Edme Frémy,78000,Versailles,nr,nr,nr,L,"Salles d’auditions, de conférences, de réunions, de spectacles ou à usage multiple",,,,,nr,nr,VERACCERP119,636715.8715,6855567.6562,VER,CUL,VER_CUL_1286,Chantiers,
74,Salle de spectacles,Culture,Théâtre - Salle de spectacles,Salle de spectacle,Public,Salle du Vieux-Marché,Place de la Marne,78350,Jouy-en-Josas,01 39 20 11 21,even@jouy-en-josas.fr,http://www.jouy-en-josas.fr/salles_communales.aspx,L,Salle de spectacle ou decabaret,,,,,François BREJOUX,Délégué à la culture et à l'animation,,638812.0633,6852064.4952,JOU,CUL,JOU_CUL_1287,Non renseigné,
75,Salle de spectacles,Culture,Théâtre - Salle de spectacles,Salle de spectacle,Association,Maison des Jeunes et de la Culture (MJC) - Maison pour Tous,70 B Avenue des Étangs,78170,La Celle-Saint-Cloud,01 39 18 45 15,mjclcsc@hotmail.fr,http://mjclcsc.fr,L,Salle de spectacle ou decabaret,,,,,Bernard MEIRANESIO,Président de l'Association,,636001.9672,6860667.3218,CEL,CUL,CEL_CUL_1288,Non renseigné,
76,Salle de spectacles,Culture,Théâtre - Salle de spectacles,Salle de spectacle,Public,La Grande Scène du Chesnay,37 Rue Caruel de Saint-Martin,78150,Le Chesnay,01 39 23 23 39,culture78@lechesnay.fr,http://www.lechesnay.fr/la-grande-scene,L,Salle de spectacle ou decabaret,,,,,Xavier BROUARD,Directeur,,635444.7215,6858230.7104,CHE,CUL,CHE_CUL_1289,Non renseigné,
77,Salle de spectacles,Culture,Théâtre - Salle de spectacles,Salle de spectacle,Public,Case ô Arts,11 Rue Yves Farges,78210,Saint-Cyr-l'Ecole,01 39 48 99 32,nr,nr,L,Salle de spectacle ou decabaret,,,,,nr,nr,,631080.9561,6856200.318,CYR,CUL,CYR_CUL_1290,Non renseigné,
78,Salle de spectacles,Culture,Théâtre - Salle de spectacles,Salle de spectacle,Privé,Centre de Musique Baroque de Versailles (CMBV),22 Avenue de Paris,78000,Versailles,01 39 20 78 10,nr,http://www.cmbv.fr,L,Salle de spectacle ou decabaret,,,,,Hervé BURCKEL DE TELL,Directeur,,636367.9623,6855984.7655,VER,CUL,VER_CUL_1291,Chantiers,
79,Salle de spectacles,Culture,Théâtre - Salle de spectacles,Salle de spectacle,Public,Chapiteau de Porchefontaine,53 Rue Remont,78000,Versailles,07 82 31 24 33,contact@melimelo78.fr,http://melimelo78.fr,L,Salle de spectacle ou decabaret,,,,,nr,nr,VERACCERP134,638284.8114,6855145.8992,VER,CUL,VER_CUL_1292,Porchefontaine,
80,Salle de spectacles,Culture,Théâtre - Salle de spectacles,Salle de spectacle,Public,Opéra Royal du Château de Versailles,Place d'Armes,78000,Versailles,01 30 83 78 00,nr,http://www.chateauversailles.fr,L,Salle de spectacle ou decabaret,,,,,nr,nr,,635596.2732,6856563.0999,VER,CUL,VER_CUL_1293,Notre-Dame,
81,Salle de spectacles,Culture,Théâtre - Salle de spectacles,Salle de spectacle,Public,Auditorium de la bibliothèque de Viroflay,74 Avenue du Général Leclerc,78220,Viroflay,01 39 07 11 89,"dac@ville-viroflay,fr",http://www.ville-viroflay.fr/temps-libre/culture/pole-culturel.html,L,Salle de spectacle ou decabaret,,,,,Vincent CARRIERE,Directeur des affaires culturelles,,639491.8803,6856330.4746,VIR,CUL,VIR_CUL_1294,Non renseigné,
82,Théâtre,Culture,Théâtre - Salle de spectacles,Théâtre,Public,Théâtre de la Grange,9 Rue du Parc,78390,Bois-d'Arcy,01 30 07 11 80,lagrangedelatremblaye@boisdarcy.fr,http://www.boisdarcy.fr/Theatre-de-la-Grange.aspx,L,Salle de spectacle ou decabaret,,,,,Eric FAUVEAU,nr,,628286.1213,6855892.4331,BOI,CUL,BOI_CUL_1295,Non renseigné,
83,Musée,Culture,Musée - Salle d'exposition ,Musée,Public,Musée Lambinet,54 Boulevard de la Reine,78000,Versailles,01 39 50 30 32,musee.lambinet@versailles.fr,http://www.versailles.fr/culture-et-patrimoine/etablissements-culturels/musee-lambinet,Y,Musée,,,,,nr,nr,VERACCERP74,636153.1346,6856895.8797,VER,CUL,VER_CUL_1296,Notre-Dame,
84,Hôtel de Ville,Administration,Administration,Administration municipale,Public,Mairie de Viroflay,2 Place du Général de Gaulle,78220,Viroflay,01 39 24 28 28,nr,http://www.ville-viroflay.fr/,W,"Administration, banque, bureau",,,,,nr,nr,,639253.6984,6855836.8577,VIR,ADM,VIR_ADM_1297,Non renseigné,
85,Bibliothèque,Culture,Bibliothèque - Centre de documentation,Bibliothèque - Médiathèque,Public,Bibliothèque Saint-Louis,50 Rue Royale,78000,Versailles,01 30 83 99 48,bibliotheque.saint-louis@versailles.fr,http://www.bibliotheques.versailles.fr,S,Bibliothèque et centre de documentation,,,,,Sophie DANIS,Directrice,,635789.6711,6855518.4287,VER,CUL,VER_CUL_1298,Saint-Louis,
86,Salle polyvalente,Culture,Salle polyvalente,Salle polyvalente,Public,Espace culturel du Plessis,4 Avenue de l'Europe,78117,Toussus-le-Noble,01 39 56 80 81,nr,http://www.mairie-toussus.fr/,L,"Salles d’auditions, de conférences, de réunions, de spectacles ou à usage multiple",,,,,nr,nr,,635127.1105,6850069.1138,TOU,CUL,TOU_CUL_1299,Non renseigné,
87,Salle polyvalente,Culture,Salle polyvalente,Salle polyvalente,Public,La Rotonde,5 Rue Royale,78000,Versailles,nr,nr,nr,L,"Salles d’auditions, de conférences, de réunions, de spectacles ou à usage multiple",,,,,nr,nr,,635922.7709,6855763.2042,VER,CUL,VER_CUL_1300,Saint-Louis,
88,Salle polyvalente,Culture,Salle polyvalente,Salle polyvalente,Public,Château de Buc,20 Rue Louis Massotte,78530,Buc,01 39 56 27 85,nr,http://www.versaillesgrandparc.fr/communaute/chateau-buc.html,L,"Salles d’auditions, de conférences, de réunions, de spectacles ou à usage multiple",,,,,nr,nr,,635595.1899,6852645.9706,BUC,CUL,BUC_CUL_1301,Non renseigné,
89,Salle d'exposition,Culture,Musée - Salle d'exposition ,Salle d'exposition,Public,Maison des Parfums,8 Rue de la Chancellerie,78000,Versailles,nr,nr,http://www.parfumsetsenteurs.fr/cour-des-senteurs/accueil/,T,Salle d'exposition,,,,,nr,nr,VERACCERP73,635607.0091,6856229.0139,VER,CUL,VER_CUL_1302,Saint-Louis,
90,Salle d'exposition,Culture,Musée - Salle d'exposition ,Salle d'exposition,Public,A l'Ecu de France,1 Rue Robert Cahen,78220,Viroflay,01 39 07 11 80,"dac@ville-viroflay,fr",http://www.ville-viroflay.fr/temps-libre/culture.html,T,Salle d'exposition,,,,,Vincent CARRIERE,Directeur des affaires culturelles,,639471.274,6856330.7397,VIR,CUL,VIR_CUL_1303,Non renseigné,
91,Cinéma,Culture,Cinéma - Salle de projection,Salle de projection,Public,Cinéma de la Grange,9 Rue du Parc,78390,Bois-d'Arcy,01 30 07 11 80,lagrangedelatremblaye@boisdarcy.fr,http://www.boisdarcy.fr/Cinema-de-la-Grange-de-la-Tremblaye.aspx,L,"Salle de projection, multim├®dia",,,,,nr,nr,,628281.8589,6855833.0319,BOI,CUL,BOI_CUL_1304,Non renseigné,
92,Cinéma,Culture,Cinéma - Salle de projection,Salle de projection,Public,Cinéma de Fontenay-le-Fleury,Place du 8 Mai 1945,78330,Fontenay-le-Fleury,01 30 07 10 50,bienvenue@theatredefontenay.com,http://tff.jimdo.com,L,"Salle de projection, multim├®dia",,,,,Jean-Daniel LAVAL,Directeur,,629850.0474,6857208.5921,FON,CUL,FON_CUL_1305,Non renseigné,
93,Cinéma,Culture,Cinéma - Salle de projection,Salle de projection,Public,Cinéma du théâtre de La Celle Saint-Cloud,8 E Avenue Charles de Gaulle,78170,La Celle-Saint-Cloud,01 30 78 10 73,affairesculturelles@ville-lacellesaintcloud.fr,http://www.theatre-lacellesaintcloud.fr,L,"Salle de projection, multim├®dia",,,,,Marie-Cécile EYMERY,nr,,636633.765,6861229.4047,CEL,CUL,CEL_CUL_1306,Non renseigné,
94,Cinéma,Culture,Cinéma - Salle de projection,Salle de projection,Privé,Cinéma Les yeux d'Elsa,11 B Avenue Jean Jaurès,78210,Saint-Cyr-l'Ecole,01 30 14 82 96,cinema@saintcyr78.fr,http://lesyeuxdelsa.cine.allocine.fr,L,"Salle de projection, multim├®dia",,,,,nr,nr,,631352.7593,6855949.3095,CYR,CUL,CYR_CUL_1307,Non renseigné,
95,Cinéma,Culture,Cinéma - Salle de projection,Salle de projection,Public,Cinéma Cyrano,7 Rue Rameau,78000,Versailles,01 39 50 22 22,cinemacyrano@wanadoo.fr,http://www.cinema-cyrano.fr,L,"Salle de projection, multim├®dia",,,,,nr,nr,,636172.1827,6856776.7288,VER,CUL,VER_CUL_1308,Notre-Dame,
96,Cinéma,Culture,Cinéma - Salle de projection,Salle de projection,Public,Cinéma Roxane,6 Rue Saint-Simon,78000,Versailles,01 30 84 28 60,nr,http://www.cinema-roxane.fr,L,"Salle de projection, multim├®dia",,,,,nr,nr,,636385.6957,6856335.357,VER,CUL,VER_CUL_1309,Notre-Dame,
97,Salle polyvalente,Culture,Salle polyvalente,Salle polyvalente,Public,Salle des fêtes de Bailly,47 Grand Rue,78870,Bailly,01 30 80 07 66,culture@mairie-bailly.fr,http://www.mairie-bailly.fr/loisirs_culture,L,"Salles d’auditions, de conférences, de réunions, de spectacles ou à usage multiple",,,,,nr,nr,,632456.4066,6860691.6896,BAI,CUL,BAI_CUL_1310,Non renseigné,
98,Salle polyvalente,Culture,Salle polyvalente,Salle polyvalente,Public,Centre Louis Ratel,Allée des Castors,91570,Bièvres,01 69 41 93 47,ratel@bievres.fr,http://www.bievres.fr/Culture-sport-jeunesse/Le-Centre-Ratel,L,"Salles d’auditions, de conférences, de réunions, de spectacles ou à usage multiple",,,,,Stéphane PUY,Responsable,,642850.18,6850809.41,BIE,CUL,BIE_CUL_1311,Non renseigné,
99,Musée,Culture,Musée - Salle d'exposition ,Musée,Public,Chapelle du lycée Hoche - Musée historique,73 avenue de Saint-Cloud,78000,Versailles,nr,museelyceehoche@gmail.com,http://www.lyc-hoche-versailles.ac-versailles.fr/Le-Musee-Hoche.html,Y,Musée,,,,,nr,nr,VERACCERP156,636613.8704,6856634.9728,VER,CUL,VER_CUL_1312,Notre-Dame,
100,Salle d'exposition,Culture,Musée - Salle d'exposition ,Salle d'exposition,Privé,Maison littéraire Victor Hugo,45 Rue de Vauboyen,91570,Bièvres,01 69 41 82 84,mlvh@wanadoo.fr,http://www.maisonlitterairedevictorhugo.net,T,Salle d'exposition,,,,,Daisaku IKEDA,Fondateur,,641311.1187,6851056.0732,BIE,CUL,BIE_CUL_1313,Non renseigné,
101,Salle d'exposition,Culture,Musée - Salle d'exposition ,Salle d'exposition,Public,Salons d'exposition,Avenue Charles de Gaulle,78170,La Celle-Saint-Cloud,01 30 78 10 75,affairesculturelles@ville-lacellesaintcloud.fr,http://www.theatre-lacellesaintcloud.fr,T,Salle d'exposition,,,,,Marie-Laure LETELLIER,Chargée des Expositions,,636627.0663,6861218.3485,CEL,CUL,CEL_CUL_1314,Non renseigné,
102,Salle d'exposition,Culture,Musée - Salle d'exposition ,Salle d'exposition,Public,Espace Richaud,78 Boulevard de la Reine,78000,Versailles,01 30 97 85 17,nr,http://affaires.culturelles@versailles.fr,T,Salle d'exposition,,,,,nr,nr,VERACCERP71,636419.4471,6856860.5988,VER,CUL,VER_CUL_1315,Notre-Dame,
103,Salle d'exposition,Culture,Musée - Salle d'exposition ,Salle d'exposition,Public,Galerie Carré à la Farine,70 Rue de la Paroisse,78000,Versailles,01 39 51 52 04,carrefarine@versailles.fr,http://www.versailles.fr/fr/culture-et-patrimoine/etablissements-culturels/carre-a-la-farine,T,Salle d'exposition,,,,,nr,nr,VERACCERP77,636275.8465,6856577.4701,VER,CUL,VER_CUL_1316,Notre-Dame,
104,Salle d'exposition,Culture,Musée - Salle d'exposition ,Salle d'exposition,Public,Galerie de l'Ecole des Beaux-Arts,11 Rue Saint-Simon,78000,Versailles,01 39 49 49 80,beaux-arts@versailles.fr,http://www.versailles.fr/fr/culture-et-patrimoine/etablissements-culturels/ecole-des-beaux-arts,T,Salle d'exposition,,,,,Bertrand ALAPETITE,Directeur,,636404.098,6856346.6438,VER,CUL,VER_CUL_1317,Notre-Dame,
105,Salle d'exposition,Culture,Musée - Salle d'exposition ,Salle d'exposition,Public,La Maréchalerie,5 Avenue de Sceaux,78000,Versailles,01 39 07 40 00,ensav@versailles.archi.fr,http://www.versailles.archi.fr/,T,Salle d'exposition,,,,,Vincent MICHEL,Directeur,,635871.3096,6856014.072,VER,CUL,VER_CUL_1318,Saint-Louis,
106,Ecole de musique,Culture,Enseignement culturel et artistique,Enseignement culturel et artistique,Public,CRR de Versailles Grand Parc - Annexe Lully-Pôle danse,87 Avenue de Paris,78000,Versailles,nr,nr,http://www.crr.versaillesgrandparc.fr/,R,Établissement d'enseignement et de formation,,,,,nr,nr,VERACCERP158,637701.8277,6855740.9395,VER,CUL,VER_CUL_1319,Montreuil,
107,Ecole de musique,Culture,Enseignement culturel et artistique,Enseignement culturel et artistique,Privé,Centre de Musique Baroque de Versailles (CMBV),22 Avenue de Paris,78000,Versailles,01 39 20 78 10,nr,http://www.cmbv.fr/,R,Établissement d'enseignement et de formation,,,17,,Hervé BURCKEL DE TELL,Directeur,,636372.6132,6855982.7918,VER,CUL,VER_CUL_1320,Chantiers,
108,Ecole de musique,Culture,Enseignement culturel et artistique,Enseignement culturel et artistique,Public,Conservatoire à Rayonnement Intercommunal de Viroflay,17 Rue Jean Rey,78220,Viroflay,01 30 24 38 44,nr,http://www.versaillesgrandparc.fr/arts-culture/conservatoire-a-rayonnement-intercommunal-de-viroflay,R,Établissement d'enseignement et de formation,,,,,Charlotte MAZE,Secrétaire du Conservatoire,,639105.0489,6855782.962,VIR,CUL,VIR_CUL_1321,Non renseigné,
109,Musée,Culture,Musée - Salle d'exposition ,Musée,Public,Les amis de l'Outil (LADO),21 Place de l'Église,91570,Bièvres,01 69 85 31 26,lesamisde loutil@club-internet.fr,http://www.lesamisdel'outilnet.net,Y,Musée,,,,,Paul MANET,Président,,642485.024,6850778.8032,BIE,CUL,BIE_CUL_1322,Non renseigné,
110,Musée,Culture,Musée - Salle d'exposition ,Musée,Public,Musée Français de la Photographie,79 Rue de Paris,91570,Bièvres,01 69 35 16 50,musee.photo91@cg91.fr,http://www.museedelaphoto.fr,Y,Musée,,,,,Julie CORTEVILLE,Conservateur en chef,,642720.9822,6851361.7881,BIE,CUL,BIE_CUL_1323,Non renseigné,
111,Musée,Culture,Musée - Salle d'exposition ,Musée,Privé,Musée Européen Ivan Tourguéniev,16 Rue Yvan Tourgueneff,78380,Bougival,01 39 18 22 30,musee.tourgueniev@wanadoo.fr,http://www.tourgueniev.fr,Y,Musée,,,,,nr,nr,,637396.3755,6863444.7005,BOU,CUL,BOU_CUL_1324,Non renseigné,
112,Musée,Culture,Musée - Salle d'exposition ,Musée,Public,Maison Léon Blum,4 Rue Léon Blum,78350,Jouy-en-Josas,01 39 20 11 40,officedetourisme@jouy-en-josas.fr,http://www.jouy-en-josas.fr/maisonblum.aspx,Y,Musée,,,,,Daniel VERMEIRE,Délégué à la Maison Léon Blum,,638876.0347,6852538.4065,JOU,CUL,JOU_CUL_1325,Non renseigné,
113,Musée,Culture,Musée - Salle d'exposition ,Musée,Public,Musée de la Toile de Jouy,54 Rue Charles de Gaulle,78350,Jouy-en-Josas,01 39 56 48 64,museetdj@jouy-en-josas.fr,http://www.museedelatoiledejouy.fr,Y,Musée,,,,,Frédérique KIBLER,nr,,637780.5327,6852432.0268,JOU,CUL,JOU_CUL_1326,Non renseigné,
114,Musée,Culture,Musée - Salle d'exposition ,Musée,Public,Château de Versailles,Place d'Armes,78000,Versailles,01 30 83 78 00,nr,http://www.chateauversailles.fr,Y,Musée,,,,,Catherine PEGARD,Présidente,,635685.2401,6856318.8209,VER,CUL,VER_CUL_1327,Notre-Dame,
115,Ecole de musique,Culture,Enseignement culturel et artistique,Enseignement culturel et artistique,Public,Conservatoire de musique de Bougival,10 Rue du Général Leclerc,78380,Bougival,01 39 69 06 68,conservatoiredebougival@gmail.com,http://www.ville-bougival.fr/culture-sport/le-conservatoire-de-musique,R,Établissement d'enseignement et de formation,,,,,Philippe RIDELLER,Président,,636786.1741,6863304.0843,BOU,CUL,BOU_CUL_1328,Non renseigné,
116,Ecole de musique,Culture,Enseignement culturel et artistique,Enseignement culturel et artistique,Public,Ecole de musique de Buc,20 Rue Louis Massotte,78530,Buc,01 39 56 27 85,ecoledemusique.buc@agglovgp.fr,http://www.versaillesgrandparc.fr/arts-culture/ecole-de-musique-de-buc,R,Établissement d'enseignement et de formation,,,,,Régis DELEMAILLY,Directeur,,635580.0237,6852656.1431,BUC,CUL,BUC_CUL_1329,Non renseigné,
117,Ecole de musique,Culture,Enseignement culturel et artistique,Enseignement culturel et artistique,Public,Ecole de musique de Fontenay-le-Fleury,5 Rue Jean Jaurès,78330,Fontenay-le-Fleury,01 34 60 30 97,emff78@gmail.com,http://www.emff.asso.fr/EMFF.asso.fr/Bienvenue.html,R,Établissement d'enseignement et de formation,,,,,Pascale KARAMPOURNIS,Directrice,,630140.228,6857608.2321,FON,CUL,FON_CUL_1330,Non renseigné,
118,Ecole de musique,Culture,Enseignement culturel et artistique,Enseignement culturel et artistique,Public,Ecole de musique de Jouy-en-Josas,1 Rue du Montcel,78350,Jouy-en-Josas,01 39 56 37 49,nr,http://www.versaillesgrandparc.fr/arts-culture/ecole-de-musique-de-jouy-en-josas,R,Établissement d'enseignement et de formation,,,,,Catherine MOULONGUET,Directrice,,639000.4927,6851981.928,JOU,CUL,JOU_CUL_1331,Non renseigné,
119,Ecole de musique,Culture,Enseignement culturel et artistique,Enseignement culturel et artistique,Public,Ecole de danse du Chesnay,50 Rue de Versailles,78150,Le Chesnay,01 39 43 30 54,info@ecoledanselechesnay.org,http://ecoledanselechesnay.org,R,Établissement d'enseignement et de formation,,,,,Marie-Dominique REMILLY-BOUTEILLER,Présidente,,635895.0249,6858107.5328,CHE,CUL,CHE_CUL_1332,Non renseigné,
120,Ecole de musique,Culture,Enseignement culturel et artistique,Enseignement culturel et artistique,Public,Ecole de musique du Chesnay,7 Avenue Dutartre,78150,Le Chesnay,01 71 42 84 31,emc-secretariat@sfr.fr,http://www.ecole-musique-chesnay.com,R,Établissement d'enseignement et de formation,,,,,Benoit MARCILHACY,Président,,635432.2687,6859078.5996,CHE,CUL,CHE_CUL_1333,Non renseigné,
121,Ecole de musique,Culture,Enseignement culturel et artistique,Enseignement culturel et artistique,Association,Association Musicale de Toussus-le-Noble et des Loges-en-Josas (AMTL),2 Rue des Haies,78350,Les Loges-en-Josas,06 84 02 87 31,nr,http://amtlecolemusique.com,R,Établissement d'enseignement et de formation,,,,,Alexandra RAULINE,Coordinateur pédagogique,,637001.3888,6851871.5456,LOG,CUL,LOG_CUL_1334,Non renseigné,
122,Ecole de musique,Culture,Enseignement culturel et artistique,Enseignement culturel et artistique,Public,Conservatoire de Rocquencourt,12 Rue de la Sabretache,78150,Rocquencourt,01 39 23 11 21,nr,http://www.versaillesgrandparc.fr/arts-culture/conservatoire-de-rocquencourt,R,Établissement d'enseignement et de formation,,,,,Alix PASCAL,Responsable,,634492.8838,6860119.9939,ROC,CUL,ROC_CUL_1335,Non renseigné,
123,Ecole de musique,Culture,Enseignement culturel et artistique,Enseignement culturel et artistique,Association,Association Musicale de Toussus-le-Noble et des Loges-en-Josas (AMTL),Place Maréchal Leclerc de Hauteclocque,78117,Toussus-le-Noble,06 84 02 87 31,nr,http://amtlecolemusique.com,R,Établissement d'enseignement et de formation,,,,,Alexandra RAULINE,Coordinateur pédagogique,,634868.3325,6849893.1793,TOU,CUL,TOU_CUL_1336,Non renseigné,
124,Ecole de musique,Culture,Enseignement culturel et artistique,Enseignement culturel et artistique,Public,Conservatoire à Rayonnement Régional de Versailles,24 Rue de la Chancellerie,78000,Versailles,01 39 66 30 10,nr,http://www.crr.versaillesgrandparc.fr,R,Établissement d'enseignement et de formation,,,,,Bernard SOULES,Directeur du conservatoire,VERACCERP159,635705.772,6856105.9989,VER,CUL,VER_CUL_1337,Saint-Louis,
125,Ecole d'art,Culture,Enseignement culturel et artistique,Enseignement culturel et artistique,Public,Académie équestre de Versailles,Avenue Rockfeller,78000,Versailles,01 39 02 62 75,nr,http://www.bartabas.fr/fr/Academie-du-spectacle-equestre/presentation,R,Établissement d'enseignement et de formation,,,,,nr,nr,,635878.6702,6856334.9358,VER,CUL,VER_CUL_1338,Notre-Dame,
