"Provenance";"Code Insee de la commune";"Commune";"Annee";"Activite";"Profession";"Discipline";"Comptage"
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2010";"Libérale";"Médecin Spécialiste";"Dermatologie et vénéréologie";3,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2010";"Libérale";"Psychomotricien";"Psychomotricien";2,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Médecin Spécialiste";"Rhumatologie";3,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Psychomotricien";"Psychomotricien";2,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";62,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Médecin Spécialiste";"Dermatologie et vénéréologie";3,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Médecin Spécialiste";"Biologie médicale";1,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Orthophoniste";"Orthophoniste";16,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";37,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Médecin Spécialiste";"Anesthésiologie Réanimation";1,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Médecin Spécialiste";"Rééducation et réadaptation fonctionnelle";1,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Médecin Spécialiste";"Médecine nucléaire";2,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Médecin Spécialiste";"Radiodiagnostic et imagerie médicale";5,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Médecin Spécialiste";"Gastro-Entérologie Hépatologie";1,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Psychologue";"Psychologue";18,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Audio-Prothésiste";"Audio-Prothésiste";1,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Opticien-Lunetier";"Opticien-Lunetier";12,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Médecin Spécialiste";"Ophtalmologie";8,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Médecin Spécialiste";"Pneumologie";1,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Médecin Spécialiste";"Gynécologie médicale";2,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Médecin Spécialiste";"Psychiatrie";13,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";42,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Diététicien";"Diététicien";1,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Infirmier";"Infirmier";37,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Ergothérapeute";"Ergothérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Médecin Spécialiste";"Gynécologie médicale et obstétrique";2,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Médecin Spécialiste";"Pédiatrie";3,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Orthoptiste";"Orthoptiste";2,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Médecin Spécialiste";"Neurologie";1,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";14,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Médecin Spécialiste";"Gynécologie obstétrique";1,00
"OPENDATA41 - www.pilote41.fr";"41018";"Blois";"2011";"Libérale";"Médecin Spécialiste";"Cardiologie";4,00
"OPENDATA41 - www.pilote41.fr";"41020";"Bonneveau";"2011";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41023";"Bourré";"2005";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41023";"Bourré";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41023";"Bourré";"2005";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41023";"Bourré";"2006";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41023";"Bourré";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41023";"Bourré";"2006";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41023";"Bourré";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41023";"Bourré";"2007";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41023";"Bourré";"2007";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41023";"Bourré";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41023";"Bourré";"2008";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41023";"Bourré";"2008";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41023";"Bourré";"2009";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41023";"Bourré";"2009";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41023";"Bourré";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41023";"Bourré";"2010";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41023";"Bourré";"2010";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41023";"Bourré";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41023";"Bourré";"2011";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41023";"Bourré";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2005";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2005";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2005";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2005";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";2,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2005";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2005";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2006";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2006";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";2,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2006";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2006";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2006";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2006";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2007";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2007";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";2,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2007";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2007";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";2,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2007";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2007";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2008";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2008";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2008";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2008";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";2,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2008";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2008";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";2,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2009";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2009";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2009";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2009";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2009";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";2,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2009";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2010";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2010";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2010";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2010";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";2,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2010";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2010";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2011";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2011";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2011";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2011";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41025";"Bracieux";"2011";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";2,00
"OPENDATA41 - www.pilote41.fr";"41029";"Candé-sur-Beuvron";"2005";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41029";"Candé-sur-Beuvron";"2006";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41029";"Candé-sur-Beuvron";"2010";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2005";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2005";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2005";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2005";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2006";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2006";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2006";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2006";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2007";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2007";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2007";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2007";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2008";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2008";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2008";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2008";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2009";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2009";"Libérale";"Infirmier";"Infirmier";4,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2009";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2009";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2010";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2010";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2010";"Libérale";"Infirmier";"Infirmier";4,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2010";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2011";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2011";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41031";"Cellettes";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2005";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";2,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2005";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2005";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";2,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2005";"Libérale";"Médecin Spécialiste";"Psychiatrie";3,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2005";"Libérale";"Médecin Spécialiste";"Neuro-psychiatrie";1,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2005";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";3,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2006";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";2,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2006";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";3,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2006";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2006";"Libérale";"Médecin Spécialiste";"Neuro-psychiatrie";1,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2006";"Libérale";"Médecin Spécialiste";"Psychiatrie";3,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2006";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";2,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2006";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2007";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";2,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2007";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2007";"Libérale";"Médecin Spécialiste";"Psychiatrie";2,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2007";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";2,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2007";"Libérale";"Médecin Spécialiste";"Neuro-psychiatrie";1,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2007";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";2,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2007";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";3,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2008";"Libérale";"Médecin Spécialiste";"Neuro-psychiatrie";1,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";4,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2008";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2008";"Libérale";"Médecin Spécialiste";"Psychiatrie";2,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2008";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2008";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";2,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2008";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";2,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2008";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";2,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2009";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";3,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2009";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";2,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2009";"Libérale";"Médecin Spécialiste";"Psychiatrie";5,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2009";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2009";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";3,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2009";"Libérale";"Infirmier";"Infirmier";4,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2010";"Libérale";"Médecin Spécialiste";"Psychiatrie";5,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2010";"Libérale";"Médecin Spécialiste";"Neuro-psychiatrie";1,00
"OPENDATA41 - www.pilote41.fr";"41032";"Chailles";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";3,00
